Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
4211,6980;5976;13520,1075;-474;-955,0.01308694;0.2265361;1.269651,0.1651734;0.1980953;1.273924,0.2784482;0.01565489;1.316539,0.2221005;-0.1085797;1.109853,0.01942538;-0.1676227;1.426909,1
4242,6912;5992;13424,1105;-463;-942,0.01308874;0.2265283;1.269642,0.1648457;0.1977691;1.273621,0.2784024;0.01497757;1.316442,0.2233849;-0.1059213;1.107411,0.01953243;-0.1677417;1.426807,1
4277,6804;6036;13468,1108;-430;-952,0.01309941;0.2265159;1.269616,0.1649262;0.1978135;1.273679,0.2785375;0.01491675;1.31658,0.2239293;-0.1053308;1.107063,0.01959512;-0.167793;1.426693,1
4310,6908;5996;13460,1120;-490;-960,0.01310849;0.2265131;1.269618,0.1650762;0.197909;1.273827,0.2783159;0.01475802;1.317132,0.2244526;-0.1042445;1.106706,0.01960336;-0.1678009;1.426712,1
4343,6848;5996;13496,1091;-473;-953,0.01311312;0.2265168;1.269621,0.1651935;0.1980029;1.273953,0.2782443;0.01473317;1.317271,0.2242924;-0.104439;1.106965,0.01966003;-0.1677876;1.426777,1
4377,6856;6060;13472,1164;-418;-989,0.01312617;0.2265211;1.269636,0.1649736;0.1979142;1.273885,0.2780354;0.0143909;1.317494,0.224253;-0.1046544;1.107072,0.01976553;-0.1678137;1.426881,1
4411,6868;6052;13436,1122;-464;-952,0.01314473;0.2265292;1.269673,0.1648371;0.1978144;1.27383,0.2779875;0.01437413;1.317691,0.2241636;-0.1048455;1.10738,0.01990304;-0.1678065;1.427081,1
4442,6976;5996;13584,1105;-415;-994,0.01316327;0.2265407;1.269684,0.1649912;0.1979087;1.273966,0.277966;0.01434129;1.317721,0.2240343;-0.1050516;1.107537,0.01999084;-0.1677933;1.427088,1
4476,6868;6012;13440,1118;-433;-970,0.01319046;0.2265634;1.26972,0.1651151;0.1980129;1.274174,0.2782546;0.01445345;1.318449,0.2239037;-0.1054183;1.108649,0.02006241;-0.1677823;1.427177,1
4510,6924;6052;13540,1169;-404;-957,0.01322151;0.2265725;1.269748,0.1652306;0.1980945;1.274354,0.2782775;0.01448194;1.318425,0.2230518;-0.106374;1.109427,0.02022501;-0.1677965;1.427229,1
4542,6884;5992;13460,1166;-403;-1002,0.01325328;0.2265731;1.269739,0.1653193;0.198117;1.2744,0.2783438;0.01485529;1.318529,0.2224164;-0.1078127;1.110788,0.02041229;-0.1678569;1.427013,1
4576,6836;6008;13576,1162;-384;-980,0.01326144;0.2265729;1.26974,0.165144;0.197962;1.274214,0.2782515;0.01496526;1.318419,0.2218433;-0.1090586;1.111624,0.02041388;-0.1678575;1.42702,1
4611,6756;6124;13580,1179;-371;-978,0.01327077;0.2265792;1.269751,0.1652509;0.1980448;1.274308,0.278258;0.01530143;1.317901,0.2205582;-0.1099563;1.112218,0.02042017;-0.1678093;1.427085,1
4642,6844;5996;13560,1147;-471;-953,0.01328273;0.2265883;1.269764,0.1653305;0.1981174;1.274359,0.2783249;0.016025;1.317629,0.2263942;-0.07591958;1.146237,0.02047397;-0.1676897;1.427209,1
4677,6804;5992;13560,1152;-369;-997,0.01330321;0.2266157;1.269808,0.1654571;0.1982386;1.274532,0.2784689;0.01715283;1.317778,0.2200157;-0.1044539;1.125188,0.02059097;-0.1675696;1.427561,1
4708,6944;6036;13596,1169;-493;-964,0.01329902;0.2266193;1.269812,0.1655085;0.1982871;1.274565,0.278586;0.01805421;1.317348,0.2215276;-0.1005393;1.127444,0.0205933;-0.1675929;1.427544,1
4741,6760;6096;13692,1111;-409;-969,0.01329583;0.2266222;1.269817,0.1655672;0.1983483;1.274599,0.2785543;0.01857817;1.316934,0.2234307;-0.09407163;1.128966,0.02059318;-0.1675882;1.427548,1
4776,6808;5976;13512,1161;-431;-976,0.01329803;0.2266297;1.269793,0.1656162;0.1983687;1.274592,0.2785577;0.01916075;1.315805,0.2229864;-0.09024151;1.127483,0.02056807;-0.1675498;1.427497,1
4810,6828;6028;13676,1123;-440;-953,0.01330015;0.2266302;1.269781,0.1656734;0.1983996;1.274603,0.2783281;0.01942439;1.315226,0.2221554;-0.08723704;1.127534,0.02048473;-0.1675816;1.427344,1
4843,6788;6072;13468,1143;-401;-972,0.01329788;0.2266406;1.269772,0.1657225;0.1984582;1.274634,0.2783837;0.02008479;1.315054,0.222337;-0.08633555;1.127285,0.02035793;-0.1675406;1.427307,1
4878,6888;6044;13564,1149;-452;-955,0.0132888;0.2266427;1.269747,0.1657649;0.1984916;1.274626,0.2783774;0.02044451;1.314847,0.2218196;-0.08585025;1.125735,0.01976795;-0.1677887;1.426616,1
4908,6824;5992;13612,1144;-430;-986,0.01329046;0.2266657;1.269789,0.1655343;0.1984393;1.274579,0.2785999;0.02144948;1.315601,0.2181317;-0.08895073;1.11299,0.01973462;-0.1678461;1.42666,1
4941,6860;6060;13496,1133;-430;-973,0.01329038;0.2266715;1.269791,0.1656084;0.1985194;1.274642,0.2786518;0.0221304;1.315612,0.2170266;-0.09048727;1.109379,0.01971078;-0.1678572;1.426648,1
4978,6796;6048;13560,1134;-431;-976,0.01329656;0.2266924;1.269817,0.165689;0.1985894;1.274732,0.2788239;0.02265431;1.315723,0.2164334;-0.09142597;1.107794,0.01986297;-0.1678409;1.426775,1
5008,6872;6032;13500,1127;-476;-957,0.0132936;0.2267192;1.269842,0.1657582;0.1986554;1.274812,0.2787868;0.02276629;1.315722,0.2158476;-0.09295766;1.105942,0.01981604;-0.1677985;1.426849,1
5042,6920;6024;13340,1152;-517;-960,0.01328316;0.2267486;1.269878,0.1658224;0.1987228;1.274887,0.2789547;0.023644;1.315587,0.2155521;-0.09397323;1.107012,0.01979397;-0.1677996;1.426857,1
5077,6896;6040;13428,1147;-482;-964,0.01327243;0.2267629;1.269885,0.1658398;0.1987496;1.274886,0.2790996;0.02393735;1.315331,0.2157203;-0.09424982;1.107072,0.01976906;-0.1677645;1.426885,1
5109,6824;6088;13564,1137;-499;-962,0.0132714;0.22682;1.269969,0.1658701;0.198822;1.274952,0.2791854;0.02416763;1.315427,0.2156567;-0.09530154;1.107952,0.0197855;-0.1676993;1.427055,1
5142,6824;6052;13612,1125;-469;-937,0.01326559;0.2268305;1.269983,0.1659058;0.1988721;1.274986,0.2792579;0.02448604;1.315285,0.2218874;-0.09852915;1.108102,0.01978866;-0.1676977;1.427074,1
5176,6856;6056;13556,1119;-486;-932,0.01325698;0.2268361;1.269923,0.1659139;0.1988906;1.274934,0.2793527;0.02471529;1.314648,0.220887;-0.09808052;1.107638,0.01973739;-0.1678386;1.426591,1
5209,6948;6068;13476,1094;-503;-946,0.0132626;0.2268665;1.269945,0.1659458;0.1989243;1.274987,0.2793935;0.02513762;1.314654,0.2188307;-0.09878668;1.10893,0.01971334;-0.167823;1.426647,1
5241,6928;6028;13420,1066;-506;-920,0.01326389;0.2269238;1.270031,0.1659914;0.1990082;1.275082,0.2795157;0.02566167;1.314868,0.2177375;-0.09946531;1.110244,0.01970743;-0.1677415;1.426939,1
5277,6840;6104;13424,1077;-501;-918,0.01325965;0.2269359;1.270032,0.1654713;0.1987927;1.274418,0.2795271;0.02572504;1.314824,0.2173645;-0.09950372;1.110377,0.01970994;-0.1677419;1.426938,1
5313,6832;6028;13572,1073;-517;-918,0.0132584;0.2269478;1.270026,0.1654951;0.198811;1.274417,0.2796116;0.02620817;1.314495,0.217164;-0.09933016;1.110325,0.0197139;-0.1676902;1.42692,1
5342,6892;5984;13460,1070;-495;-938,0.01323976;0.2269704;1.270037,0.1655123;0.1988493;1.274431,0.2795806;0.02627596;1.314504,0.216738;-0.09920049;1.110415,0.01971292;-0.1676968;1.426913,1
5375,6852;6040;13540,1078;-501;-931,0.01323039;0.227026;1.270145,0.1655343;0.1989544;1.274575,0.2795489;0.02665251;1.314946,0.2164851;-0.09897941;1.111021,0.01973885;-0.1676534;1.427112,1
5409,6836;6012;13508,1069;-483;-933,0.01321898;0.2270388;1.270153,0.1655642;0.1989837;1.274619,0.279451;0.02677204;1.314988,0.2162517;-0.09889998;1.111129,0.01973724;-0.1676538;1.427111,1
5441,6800;6084;13552,1080;-491;-945,0.01321696;0.2270649;1.270164,0.1655915;0.1990251;1.274644,0.279432;0.02676055;1.314982,0.2161857;-0.09871595;1.111014,0.01972669;-0.1676541;1.427119,1
5477,6852;6032;13564,1081;-476;-954,0.01320717;0.2270857;1.270167,0.1656417;0.1990711;1.274721,0.2794055;0.02661803;1.315163,0.2158001;-0.09873831;1.111231,0.01969936;-0.1676211;1.427153,1
5512,6996;6012;13596,1081;-457;-951,0.01319988;0.2270982;1.27016,0.1656491;0.1990834;1.274724,0.2793154;0.02648767;1.315193,0.2148788;-0.09915344;1.111699,0.01969736;-0.1676119;1.427157,1
5541,6932;6020;13536,1045;-474;-947,0.01318378;0.2271232;1.270059,0.165658;0.1990802;1.274719,0.2790534;0.02646035;1.315085,0.2142889;-0.0993359;1.111791,0.01961351;-0.167672;1.426826,1
5575,6904;5956;13556,1061;-473;-941,0.01317515;0.2271677;1.270101,0.165695;0.1991074;1.274818,0.2787805;0.02624015;1.315436,0.2145109;-0.09941064;1.111892,0.01955005;-0.1676589;1.426963,1
5609,6860;5984;13356,1082;-486;-927,0.01315637;0.2272086;1.270172,0.1657073;0.1991787;1.274918,0.2785724;0.02597353;1.315873,0.218816;-0.1000728;1.111198,0.01953412;-0.167574;1.427207,1
5641,6804;5976;13556,1124;-460;-966,0.01314552;0.2272125;1.270127,0.1657149;0.1991884;1.274909,0.27832;0.02579355;1.315695,0.2189167;-0.1001929;1.110878,0.01934962;-0.1678374;1.426647,1
5675,6932;5976;13340,1098;-464;-946,0.01314434;0.2272268;1.270141,0.1657296;0.1992206;1.27496,0.2782219;0.02561528;1.315759,0.2163182;-0.1005656;1.111805,0.01935928;-0.1677052;1.426804,1
5713,6992;6032;13456,1101;-424;-961,0.01314219;0.2272338;1.270141,0.1657356;0.1992271;1.274966,0.2781065;0.02563282;1.315756,0.2154565;-0.1006192;1.112074,0.01924685;-0.1676593;1.426803,1
5745,6868;5968;13400,1109;-445;-969,0.01314208;0.2272416;1.270135,0.1646717;0.1989221;1.274156,0.2781203;0.02567985;1.315754,0.2149622;-0.1004725;1.112165,0.01923085;-0.1676447;1.426808,1
5776,6852;5952;13520,1091;-445;-969,0.01312791;0.2272556;1.270133,0.1647245;0.1989513;1.274182,0.2780879;0.02566109;1.315782,0.2143598;-0.1003062;1.112253,0.019208;-0.1676401;1.426796,2
5810,6892;6024;13500,1111;-422;-970,0.01312359;0.2272702;1.270157,0.1647955;0.1989971;1.274235,0.2780941;0.02562575;1.315809,0.2138645;-0.1001569;1.11232,0.01922187;-0.1675847;1.426854,2
5841,6852;5976;13628,1097;-437;-971,0.01311826;0.2272875;1.270166,0.1648566;0.199024;1.27428,0.2780996;0.02559734;1.315832,0.2136411;-0.100108;1.112366,0.01918396;-0.1675606;1.426863,2
5923,6748;5984;13452,1134;-446;-979,0.01310593;0.2273171;1.27017,0.1649518;0.1990771;1.27432,0.2780706;0.02550312;1.31578,0.2133026;-0.1000623;1.11232,0.01915569;-0.1674627;1.426905,2
6003,6868;6008;13556,1097;-437;-951,0.01310243;0.2273468;1.27016,0.1650261;0.1991213;1.274353,0.2780582;0.02544083;1.315776,0.2132652;-0.09998024;1.11223,0.0191163;-0.1673973;1.426908,2
6072,6808;6048;13448,1123;-432;-965,0.01311544;0.227424;1.27026,0.1651266;0.199186;1.274522,0.2781619;0.02531381;1.316321,0.2138704;-0.09988449;1.112473,0.01905496;-0.1673021;1.427163,2
6087,6864;6040;13736,1109;-441;-963,0.01311265;0.2274358;1.270249,0.1651267;0.1991927;1.274538,0.2781117;0.02527094;1.316298,0.2138291;-0.09983455;1.112387,0.01905451;-0.1673017;1.427158,2
6111,6884;6112;13348,1148;-337;-1030,0.01310998;0.2274451;1.270235,0.1651356;0.1991992;1.274544,0.2780144;0.02521387;1.316316,0.2176845;-0.09977991;1.111126,0.01902127;-0.167358;1.427065,2
6144,6864;5964;13440,1163;-551;-898,0.01307088;0.2274733;1.270105,0.1651386;0.199206;1.274518,0.277693;0.0250369;1.31596,0.2152938;-0.09995922;1.111391,0.01886541;-0.1674672;1.426459,2
6176,6808;5976;13656,1128;-326;-1004,0.01306813;0.2274817;1.270106,0.1651617;0.1992199;1.27454,0.2774885;0.02494265;1.316081,0.2148715;-0.09991217;1.111491,0.01886174;-0.1674592;1.426476,2
6211,6996;6044;13552,1183;-494;-953,0.01306046;0.2274931;1.270106,0.1651724;0.1992252;1.274546,0.2773715;0.02496321;1.316165,0.2139496;-0.09994175;1.111854,0.01888428;-0.1674352;1.426482,2
6282,6872;6100;13528,1125;-373;-981,0.01302717;0.2275277;1.270018,0.1651785;0.1992284;1.274528,0.2769912;0.02493259;1.315909,0.2134043;-0.09990663;1.111607,0.01893857;-0.1673347;1.42643,2
6310,6784;6096;13560,1178;-406;-987,0.01302447;0.2275373;1.270012,0.1651806;0.1992317;1.274532,0.2768952;0.02484425;1.316009,0.213127;-0.09994755;1.111733,0.01891587;-0.1673204;1.426424,2
6371,6796;5944;13596,1157;-506;-940,0.0129991;0.2275654;1.269951,0.1651922;0.1992414;1.274504,0.276816;0.02493271;1.315874,0.2129575;-0.09990825;1.111656,0.01889623;-0.1673389;1.42623,2
6393,7000;6020;13496,1163;-457;-979,0.01299428;0.2275795;1.269924,0.1651924;0.1992427;1.274481,0.2767308;0.02500229;1.315753,0.2129282;-0.09989101;1.111549,0.01893322;-0.1672395;1.426263,2
6412,6796;5980;13668,1208;-376;-995,0.01299847;0.2275856;1.26992,0.1652009;0.199246;1.27448,0.2766585;0.02493937;1.315752,0.2125544;-0.1000463;1.111699,0.01893584;-0.1672314;1.426265,2
6443,6764;5792;13716,1191;-414;-986,0.0129962;0.2276187;1.269766,0.1652063;0.1992537;1.274397,0.2764939;0.02486122;1.315237,0.2144283;-0.1000855;1.110527,0.01896611;-0.1672073;1.42614,2
6478,6736;5740;13536,1171;-326;-944,0.01299746;0.2276272;1.269763,0.1652177;0.1992573;1.274397,0.2764885;0.02485265;1.315191,0.2134164;-0.09989508;1.110667,0.0189536;-0.1671992;1.426137,2
6511,6720;5784;12872,1065;-495;-932,0.01298455;0.2276787;1.269871,0.1652428;0.1992717;1.274479,0.2765047;0.02480803;1.315321,0.2122152;-0.1001326;1.111296,0.01899018;-0.1670613;1.426694,2
6543,6972;5816;13324,1157;-454;-951,0.01297714;0.2277021;1.269911,0.1652504;0.1992867;1.274499,0.276522;0.02470183;1.315458,0.2119235;-0.09977587;1.111246,0.0189593;-0.1670201;1.42678,2
6578,6592;5960;13560,1173;-445;-951,0.01298307;0.2277165;1.269907,0.1652546;0.1992868;1.274503,0.2766474;0.02460026;1.315353,0.2116024;-0.09924603;1.110894,0.01884435;-0.1669956;1.426778,2
6612,6884;6312;13380,1093;-525;-937,0.0129806;0.2277194;1.269897,0.1652677;0.1992794;1.274502,0.2766685;0.02450154;1.315271,0.2093949;-0.09618904;1.109632,0.01846299;-0.1671787;1.426412,2
6641,6844;6224;13644,1118;-475;-933,0.01297076;0.2277263;1.269886,0.1652711;0.1992819;1.274501,0.2766864;0.02439985;1.315247,0.2086631;-0.09298007;1.107925,0.01812829;-0.1673531;1.426143,2
6715,640;5648;14784,380;-501;-767,0.01295302;0.227725;1.269814,0.1652811;0.1992802;1.274451,0.2769524;0.02365518;1.314764,0.2108413;-0.08839422;1.103873,0.01801167;-0.1673002;1.425997,2
6742,452;5916;14764,787;-417;-983,0.01295621;0.2277277;1.269817,0.1652858;0.1992791;1.27445,0.2771368;0.0230187;1.314646,0.2131096;-0.08681312;1.101941,0.0180265;-0.1672711;1.426026,2
6777,516;5984;14688,529;-736;-872,0.0129559;0.2277335;1.269811,0.1652874;0.1992835;1.27445,0.2771333;0.02301112;1.314729,0.2129919;-0.08649233;1.101886,0.01803159;-0.167245;1.426079,2
6810,724;5688;14824,418;-530;-1019,0.01299942;0.2277774;1.269934,0.1653201;0.1992931;1.274569,0.2772107;0.02289672;1.315428,0.2130933;-0.08644708;1.102494,0.01849167;-0.1670367;1.427118,2
6841,808;5568;14896,1491;-217;-896,0.01301883;0.2277945;1.269922,0.1653217;0.1992935;1.274568,0.2774296;0.02195457;1.315466,0.2135055;-0.08675976;1.102146,0.01861659;-0.1669624;1.427179,2
6877,688;5652;15120,2694;66;-924,0.01303313;0.2278023;1.269922,0.1653229;0.1992894;1.274566,0.2774117;0.02076586;1.3152,0.2147675;-0.08792956;1.101489,0.01873288;-0.1669176;1.427238,2
6911,872;5156;14804,6278;893;-594,0.01304837;0.2278361;1.269939,0.1653295;0.1992888;1.274565,0.2774429;0.02057821;1.315483,0.2146304;-0.08925398;1.102405,0.01884839;-0.1662229;1.428257,2
6941,540;6688;14548,11502;2593;-934,0.01305762;0.2278495;1.269938,0.1653378;0.1992911;1.274554,0.277316;0.01954593;1.315232,0.2149006;-0.08997441;1.101872,0.01890677;-0.1662427;1.428259,2
6977,-40;7992;13896,13673;2701;-239,0.01307453;0.2278601;1.269936,0.1653402;0.1992891;1.274553,0.27727;0.01912812;1.315187,0.2163814;-0.09088389;1.101636,0.0189277;-0.16625;1.42826,2
7016,256;7772;12676,19497;4510;94,0.01309081;0.2278639;1.269893,0.1641934;0.1987933;1.272814,0.2773817;0.01857239;1.315032,0.2181068;-0.09102052;1.10081,0.01904848;-0.1664336;1.427893,2
7045,-412;10508;11132,22715;6205;-1108,0.01309836;0.2278625;1.26989,0.164244;0.1987959;1.272878,0.2774501;0.01830257;1.315009,0.2195466;-0.0918655;1.100709,0.01910686;-0.1665159;1.427841,2
7078,-684;10704;9504,24510;6492;1109,0.01312033;0.2278643;1.269846,0.1642729;0.1987912;1.272892,0.2773177;0.0176667;1.314747,0.2205546;-0.09251187;1.100148,0.01902824;-0.1667175;1.427504,2
7111,-896;12544;7392,31811;6969;-68,0.01313468;0.227891;1.2699,0.1643514;0.1988238;1.273035,0.277432;0.0172778;1.315322,0.2215003;-0.09306227;1.100588,0.0191428;-0.1666971;1.427666,2
7141,-1312;13920;3584,32767;10476;-1077,0.01314092;0.2278933;1.269897,0.1644149;0.1988382;1.273091,0.2768898;0.0153447;1.314384,0.2218968;-0.09435861;1.099079,0.01918295;-0.1667151;1.427645,2
7178,-2588;16008;-560,32767;9631;-3993,0.01315416;0.2278964;1.269904,0.164462;0.1988578;1.273169,0.276371;0.01469627;1.31443,0.2232613;-0.0950413;1.098671,0.01928711;-0.1667034;1.427666,2
7225,-2628;17144;-5048,32767;8405;-2919,0.01315553;0.2278965;1.269906,0.1637878;0.198518;1.272763,0.2749572;0.01429225;1.314654,0.2240141;-0.09597196;1.098643,0.01933909;-0.1667402;1.427657,2
7248,-2356;14252;-8876,32767;6855;-1473,0.01316004;0.2279015;1.269904,0.1634308;0.1983311;1.272373,0.274664;0.01340242;1.314397,0.2249739;-0.0968815;1.098104,0.01945753;-0.1667592;1.42764,2
7280,-2104;13072;-10960,24648;7616;-1452,0.01316937;0.2279103;1.26991,0.1635758;0.1983878;1.272543,0.2739742;0.01330215;1.314556,0.22568;-0.09763659;1.098285,0.01947466;-0.1667675;1.427649,2
7310,-952;9972;-12300,21874;5563;-327,0.01317056;0.2279124;1.26991,0.1630489;0.1981329;1.27213,0.2737505;0.01317295;1.31457,0.2264345;-0.09826359;1.098341,0.01947622;-0.1669123;1.427481,2
7342,-124;7392;-14848,22622;4504;-622,0.01318164;0.2279147;1.269911,0.1627596;0.1979933;1.271953,0.2732807;0.01295523;1.31459,0.2264922;-0.09881329;1.098418,0.01958921;-0.166995;1.427391,2
7377,-540;7428;-16352,32767;7240;2669,0.01320749;0.2279254;1.269953,0.1630709;0.1981188;1.27235,0.2735636;0.01291179;1.315156,0.2267922;-0.09886473;1.098986,0.01968053;-0.1670275;1.427466,2
7412,24;7292;-16372,23030;-741;4159,0.01323249;0.227964;1.270005,0.1633549;0.1983112;1.272763,0.2735443;0.01301408;1.315418,0.2269669;-0.09915712;1.099412,0.01976836;-0.1669874;1.427615,2
7444,668;4040;-18060,14087;-821;3550,0.01324826;0.2279925;1.270041,0.1635869;0.1984767;1.273168,0.2736268;0.01299237;1.315541,0.2272044;-0.09925111;1.09954,0.01990758;-0.1669931;1.427667,2
7477,-8;2780;-18836,6102;743;-458,0.01325484;0.2279961;1.270037,0.1637357;0.198543;1.273358,0.2737809;0.01300304;1.315607,0.227147;-0.09932335;1.099695,0.01997117;-0.1670195;1.427634,2
7510,24;2328;-17432,-304;-369;726,0.01328786;0.2280704;1.270156,0.1639623;0.1987007;1.273744,0.2740676;0.01319923;1.316024,0.2271331;-0.09913154;1.100179,0.02012055;-0.1669867;1.427832,2
7543,600;3028;-16956,754;-1249;-42,0.0133049;0.2280699;1.270165,0.1637696;0.1985777;1.273618,0.2752452;0.01407218;1.316854,0.2267512;-0.0986307;1.101552,0.0201514;-0.1670376;1.427817,2
7576,244;3464;-16840,-1179;-2559;63,0.01331423;0.2280687;1.270154,0.1639044;0.1986454;1.273661,0.2759584;0.01527885;1.316986,0.2258057;-0.09809554;1.10242,0.02016035;-0.1670958;1.427674,2
7611,-144;3328;-17280,-8274;-3818;-671,0.01333008;0.2280667;1.27013,0.1640314;0.1987265;1.273702,0.2763222;0.01554162;1.315888,0.2229424;-0.09830405;1.102355,0.02020223;-0.1671026;1.427613,2
7644,88;4312;-16936,-2822;-2157;-2241,0.0133369;0.2280691;1.270139,0.1641736;0.1987872;1.273802,0.2765368;0.01700856;1.315517,0.2175093;-0.09534772;1.102952,0.02021182;-0.1671009;1.427625,2
7677,-1316;3904;-17368,-14978;-3731;-5332,0.01333362;0.2280727;1.270146,0.164284;0.1988629;1.273926,0.2767151;0.01726194;1.315275,0.2199559;-0.08703145;1.113191,0.02021324;-0.1670997;1.427625,2
7710,-1324;8676;-16320,-22055;-7038;-3357,0.01333213;0.228077;1.270152,0.1644375;0.1989399;1.274093,0.2767685;0.01843083;1.315042,0.221376;-0.08333994;1.116202,0.0202099;-0.1671008;1.427626,2
7743,-1060;2868;-16992,-32768;-10526;-3529,0.01333299;0.228095;1.270168,0.1645334;0.1990416;1.274196,0.2769119;0.01885014;1.315012,0.2221349;-0.07939109;1.119591,0.02022966;-0.1670514;1.427719,2
7777,-4136;18048;-12196,-32768;-16186;763,0.01333323;0.2281132;1.27019,0.164656;0.1991619;1.274383,0.2770799;0.0193316;1.315183,0.2216161;-0.07630143;1.121826,0.02022396;-0.1670539;1.427721,2
7811,-2056;9136;-8032,-32768;-14358;5984,0.01331382;0.2281232;1.2702,0.1647212;0.1992288;1.274454,0.277459;0.02047326;1.315261,0.2662072;-0.07912631;1.118368,0.02006999;-0.167045;1.427726,2
7843,-2392;16136;-1056,-23524;-7495;1568,0.01470083;0.2277942;1.270458,0.1647677;0.1992841;1.274491,0.2776225;0.02120757;1.315195,0.2630806;-0.0780533;1.118335,0.01993509;-0.1670049;1.427636,2
7877,-1592;11772;-44,-20221;-1533;-3160,0.01457523;0.227836;1.270373,0.1647821;0.1993155;1.274488,0.2776845;0.02206263;1.314722,0.260494;-0.07749387;1.118216,0.01978747;-0.1669506;1.427359,2
7910,-4044;16428;3680,-14993;-4079;-1098,0.01448958;0.2278903;1.270438,0.1648595;0.1994217;1.274738,0.2776677;0.02258332;1.31518,0.2133684;-0.07357842;1.116954,0.01961537;-0.1669157;1.427495,2
7943,-2776;13112;5196,-22517;-7194;-7,0.0144265;0.2279224;1.270441,0.1648887;0.1994588;1.274777,0.2776079;0.02298574;1.315418,0.2118302;-0.08001233;1.106171,0.01945434;-0.1669319;1.427455,2
7979,-3588;15640;7688,-21995;-8341;1727,0.01548297;0.2277104;1.270615,0.1649256;0.1994903;1.274815,0.2774652;0.0232729;1.315441,0.2090277;-0.08404789;1.102773,0.01944529;-0.1669561;1.427361,2
8010,-876;12116;9668,-32768;-9915;348,0.0152222;0.2278113;1.270691,0.1649712;0.1995571;1.274918,0.2774223;0.02330214;1.315487,0.2091169;-0.08478631;1.103166,0.01936487;-0.1669351;1.427426,2
8043,-360;7884;11088,-32768;-11408;-2979,0.0150579;0.2278619;1.270695,0.1649847;0.1995817;1.274966,0.2774054;0.0234094;1.315497,0.2089553;-0.08557554;1.103683,0.01927843;-0.1668883;1.427477,2
8080,1352;-2268;13728,-27056;-3386;-4117,0.01492358;0.2279054;1.270688,0.165003;0.1996157;1.275014,0.2774546;0.02355501;1.315508,0.2090152;-0.08632118;1.104153,0.01912876;-0.1668341;1.427459,2
8111,-1164;2800;16540,366;1562;-3067,0.0147929;0.2279426;1.270673,0.165022;0.199645;1.275059,0.2774647;0.02407881;1.315527,0.2090117;-0.08797317;1.105329,0.01904555;-0.1669117;1.427366,2
8144,-852;2688;16716,-4788;-1891;-1485,0.01464279;0.2279987;1.270607,0.1650271;0.1996533;1.275057,0.2774722;0.02435254;1.315389,0.208831;-0.08937553;1.10616,0.01908523;-0.1668741;1.427289,2
8179,-148;1808;16120,2258;-149;-910,0.01450523;0.2280983;1.270791,0.1650443;0.1997304;1.275225,0.2776402;0.02482052;1.316057,0.2090761;-0.09108137;1.108009,0.01908942;-0.1667372;1.427638,2
8211,164;1552;16140,-250;-679;-1343,0.01445095;0.228119;1.270803,0.1650541;0.1997562;1.275258,0.2775945;0.02496113;1.316091,0.2089452;-0.09277687;1.109113,0.01911142;-0.1667098;1.427657,2
8243,-312;1968;15804,3643;677;-887,0.01439197;0.2281325;1.270795,0.1650664;0.1997913;1.275293,0.2775075;0.02514589;1.316196,0.2088416;-0.09328271;1.109619,0.01909943;-0.1667061;1.427647,2
8280,-572;2296;15912,2209;0;-654,0.01431597;0.2281677;1.270783,0.1650688;0.1998057;1.275303,0.2775365;0.02528786;1.316222,0.2089552;-0.09396267;1.110093,0.01908777;-0.1666896;1.427613,2
8311,-400;2176;15736,1970;-341;-925,0.01426698;0.2282009;1.270857,0.1650968;0.1998761;1.275446,0.2775708;0.02530973;1.316455,0.2089161;-0.09457412;1.11072,0.0191666;-0.1666846;1.427666,2
8344,-480;2496;15564,2936;75;-788,0.01419275;0.2281888;1.270797,0.1650978;0.1998792;1.27545,0.2775321;0.02532507;1.316432,0.2088331;-0.09476101;1.110828,0.01915646;-0.1666934;1.427532,2
8379,-732;2980;15520,2251;311;-812,0.01412513;0.22821;1.270828,0.1651314;0.1999106;1.275531,0.2775162;0.02536867;1.316638,0.2087576;-0.09502195;1.111232,0.01909914;-0.1666463;1.427565,2
8412,-696;2452;15536,1579;114;-794,0.01409133;0.2282087;1.270811,0.1651633;0.19993;1.275575,0.2774657;0.02540277;1.31664,0.2085968;-0.09515913;1.11137,0.01907738;-0.1667855;1.427326,2
8444,-756;2884;15824,2949;149;-475,0.01403896;0.2282096;1.270859,0.1652024;0.1999421;1.275646,0.2774083;0.0254125;1.316824,0.2087462;-0.09523308;1.111532,0.01906573;-0.1667547;1.427387,2
8478,-764;3124;15740,1717;-558;-469,0.01398989;0.2282196;1.270909,0.1647902;0.199783;1.275669,0.2771889;0.02543406;1.317315,0.2092689;-0.09559733;1.112003,0.01903409;-0.1667488;1.427509,2
8512,-384;2576;15432,2599;-5;-635,0.01392491;0.2281992;1.270868,0.1648119;0.1997885;1.275673,0.2771689;0.02542636;1.317301,0.2093122;-0.09568702;1.112014,0.01905092;-0.1668058;1.427363,2
8544,-872;3444;15768,1917;-220;-819,0.01387352;0.2281638;1.270838,0.1642887;0.1995908;1.275237,0.2771752;0.02541502;1.317307,0.2093515;-0.09589987;1.112126,0.01886817;-0.1671314;1.426856,2
