Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
4132,-6180;7176;12476,1161;-492;-928,-0.02731181;0.05262922;1.329174,0.1447348;0.0296041;1.360777,0.2343773;-0.1561248;1.406381,0.242572;-0.2210141;1.174021,-0.03181807;-0.4385959;1.460449,0
4164,-6244;7228;12316,1177;-498;-941,-0.02728233;0.05262155;1.329174,0.1446204;0.02950227;1.360898,0.2308189;-0.200522;1.377792,0.2436089;-0.2320023;1.138709,-0.03181813;-0.4385951;1.460453,0
4199,-6100;7252;12444,1192;-387;-902,-0.02720618;0.05265141;1.329221,0.1445246;0.02943579;1.360967,0.2286849;-0.1980897;1.389208,0.2421856;-0.2273647;1.149882,-0.03178691;-0.4385093;1.460592,0
4233,-6188;7332;12428,1197;-375;-874,-0.02720417;0.05265108;1.329207,0.1443553;0.02953689;1.360892,0.230356;-0.1843098;1.457507,0.2405379;-0.2291787;1.197266,-0.03178552;-0.4384757;1.460612,0
4264,-6128;7164;12476,1103;-383;-883,-0.02720525;0.05268805;1.329146,0.1448309;0.02950991;1.360682,0.2308117;-0.1851828;1.458705,0.2412687;-0.2267179;1.198724,-0.03172698;-0.4384003;1.460669,0
4295,-6124;7216;12340,1161;-395;-874,-0.02718673;0.05268478;1.329076,0.1445779;0.02959627;1.36058,0.2296592;-0.1812927;1.458101,0.2419326;-0.2239457;1.200691,-0.03172029;-0.4384142;1.460639,0
4332,-6112;7164;12412,1183;-383;-873,-0.0271814;0.05269688;1.329082,0.1443835;0.02968657;1.360592,0.229085;-0.1781438;1.458209,0.2433534;-0.220424;1.201693,-0.03173213;-0.4383251;1.460792,0
4364,-6136;7220;12348,1215;-364;-891,-0.02722182;0.05278231;1.329287,0.1441276;0.02980028;1.36068,0.2600763;-0.150354;1.384953,0.2381808;-0.2035115;1.150386,-0.03199318;-0.4382674;1.461084,0
4397,-6080;7280;12256,1134;-412;-910,-0.02722057;0.0527906;1.329302,0.143933;0.02989781;1.360622,0.259902;-0.1500544;1.384557,0.2365777;-0.201508;1.149741,-0.0319631;-0.438294;1.461093,0
4432,-6148;7360;12240,1135;-432;-889,-0.02720876;0.05278971;1.329324,0.1437758;0.02999591;1.360631,0.2309625;-0.1511868;1.43022,0.2309559;-0.1930849;1.192374,-0.03198738;-0.4382855;1.46116,0
4464,-6244;7304;12384,1099;-329;-903,-0.02721382;0.05282355;1.329492,0.1436207;0.03012395;1.360703,0.2319432;-0.1494916;1.416175,0.2298584;-0.1944277;1.178894,-0.03202629;-0.4382343;1.4614,0
4495,-6164;7368;12464,1172;-356;-923,-0.02720838;0.05283505;1.329504,0.1439248;0.03017003;1.360708,0.229481;-0.1533972;1.432142,0.2279015;-0.1931572;1.193928,-0.03206473;-0.4382107;1.461407,0
4532,-6244;7288;12312,1143;-434;-900,-0.02714596;0.05283315;1.329568,0.1438112;0.03017814;1.360787,0.2290687;-0.1535746;1.434111,0.2259878;-0.1936309;1.195973,-0.03205623;-0.4382106;1.461419,0
4565,-6052;7224;12324,1099;-475;-902,-0.02710488;0.05281178;1.329553,0.1437073;0.03017027;1.360787,0.2335119;-0.1438033;1.407539,0.2252654;-0.1963698;1.171989,-0.03206674;-0.4382394;1.461367,0
4596,-6248;7232;12100,1225;-371;-925,-0.02708658;0.05280456;1.329557,0.1436353;0.03022274;1.360829,0.2304067;-0.1548167;1.435949,0.2234072;-0.1971402;1.19829,-0.03205805;-0.4382446;1.461267,0
4634,-6132;7244;12372,1137;-436;-909,-0.02694594;0.05284189;1.329724,0.1445886;0.02997668;1.361778,0.2302937;-0.1559324;1.437227,0.2218323;-0.2011442;1.200164,-0.03201166;-0.4382549;1.461387,0
4665,-6296;7212;12532,1045;-384;-953,-0.02692991;0.05283734;1.329702,0.1444332;0.030059;1.361718,0.2302738;-0.1561864;1.437452,0.2207801;-0.2041861;1.200985,-0.03216441;-0.4382469;1.46111,0
4696,-6196;7288;12268,1206;-464;-869,-0.02696259;0.0529802;1.330044,0.1442854;0.03013342;1.361845,0.2305938;-0.1565132;1.437708,0.2293191;-0.2076199;1.191412,-0.03223901;-0.4382331;1.461181,0
4732,-6152;7388;12264,1142;-526;-917,-0.02660218;0.05298702;1.330428,0.1442302;0.0299902;1.362099,0.2314544;-0.1568288;1.43833,0.2280165;-0.2109661;1.192821,-0.03203066;-0.4382048;1.461388,0
4764,-6188;7256;12352,1201;-543;-957,-0.02630017;0.05289923;1.330409,0.1441869;0.02986969;1.362188,0.2317917;-0.1568248;1.437716,0.2272251;-0.2129391;1.193829,-0.03189861;-0.4384464;1.460573,0
4797,-6176;7316;12400,1168;-517;-926,-0.0261288;0.05290952;1.330513,0.1441438;0.0297781;1.362263,0.2373268;-0.1501566;1.421253,0.2261005;-0.2165659;1.196767,-0.03134557;-0.4382648;1.460917,0
4833,-6156;7364;12516,1151;-504;-924,-0.02600648;0.05299049;1.330882,0.144095;0.0296879;1.362405,0.2490804;-0.1642745;1.389427,0.2249228;-0.2213224;1.191781,-0.03105391;-0.4382768;1.461162,0
4864,-6156;7336;12236,1172;-519;-948,-0.02577728;0.05297554;1.331003,0.1440728;0.0295996;1.36253,0.2467027;-0.1565099;1.400458,0.2257568;-0.221014;1.199857,-0.03072659;-0.4383513;1.461138,0
4897,-6188;7332;12236,1114;-528;-940,-0.02570024;0.0530054;1.331042,0.1440494;0.02951945;1.362643,0.2419889;-0.1569787;1.42613,0.2258511;-0.2219227;1.200204,-0.03053465;-0.438312;1.461223,0
4936,-6084;7372;12368,1154;-454;-977,-0.02537327;0.0528399;1.330607,0.1440224;0.02946259;1.36261,0.2416397;-0.1575514;1.422902,0.2258336;-0.2226065;1.199996,-0.03041108;-0.4383237;1.460757,0
4966,-6116;7308;12284,1146;-516;-956,-0.02536361;0.05286406;1.330614,0.1445687;0.02961682;1.362517,0.2374386;-0.1618564;1.436377,0.2259306;-0.2233061;1.200578,-0.0301907;-0.4383233;1.460792,0
4998,-6064;7272;12364,1097;-534;-952,-0.02516179;0.05293492;1.330853,0.1445263;0.02954978;1.362629,0.2372125;-0.1619935;1.437032,0.2259527;-0.2246045;1.201842,-0.03003772;-0.4382801;1.460882,0
5033,-6116;7364;12532,1145;-413;-1022,-0.02508638;0.05295461;1.330846,0.1445033;0.02948374;1.362671,0.2371458;-0.1623155;1.436863,0.2259388;-0.2250072;1.20208,-0.02999955;-0.438268;1.460817,0
5066,-6192;7356;12296,1126;-471;-972,-0.02490215;0.05322029;1.331567,0.1444562;0.02937899;1.362933,0.2368383;-0.1631339;1.442542,0.2264028;-0.2256815;1.203885,-0.02981322;-0.4383045;1.461307,0
5097,-6136;7272;12340,1111;-444;-988,-0.02483732;0.05325919;1.331613,0.1444307;0.02932088;1.36301,0.2480142;-0.1743669;1.374246,0.221047;-0.246429;1.145487,-0.02969958;-0.438312;1.461323,0
5131,-6160;7364;12336,1162;-433;-961,-0.02480166;0.05326171;1.331612,0.1444105;0.02927815;1.363016,0.2351345;-0.1702354;1.44775,0.22767;-0.2294088;1.204303,-0.02951984;-0.4383954;1.461212,0
5164,-6180;7360;12256,1215;-472;-984,-0.02478819;0.05329492;1.331702,0.1443845;0.02921778;1.363089,0.2352182;-0.1700752;1.447809,0.2277534;-0.2293697;1.204347,-0.02943767;-0.4383864;1.46127,0
5197,-6100;7420;12200,1200;-519;-987,-0.02474476;0.05330078;1.331774,0.1443664;0.02916332;1.363154,0.2419602;-0.1559432;1.409665,0.2277573;-0.2293887;1.20437,-0.0293621;-0.4384042;1.461262,0
5235,-6032;7372;12316,1212;-574;-976,-0.02475483;0.05331415;1.331692,0.144997;0.02889207;1.363215,0.2349981;-0.1652322;1.437811,0.2277059;-0.2293851;1.204333,-0.02938159;-0.4384238;1.461134,0
5269,-6032;7264;12468,1274;-532;-976,-0.0247;0.05332179;1.331691,0.1449559;0.02885892;1.363249,0.235198;-0.1649464;1.437826,0.2277604;-0.2293746;1.20442,-0.02925341;-0.4384484;1.461091,0
5299,-5964;7348;12224,1152;-584;-974,-0.02467264;0.05333721;1.33169,0.1449037;0.02881964;1.363265,0.2505642;-0.1698627;1.37701,0.2250108;-0.2374793;1.183009,-0.02920169;-0.4384767;1.461069,0
5335,-6108;7484;12576,1067;-487;-974,-0.02454187;0.05334955;1.331789,0.1448627;0.02879074;1.363296,0.2361227;-0.1687303;1.450682,0.22774;-0.2294582;1.204522,-0.0291222;-0.4384899;1.46106,0
5366,-6132;7200;12316,1133;-446;-959,-0.02446781;0.05337851;1.331818,0.1448224;0.02876034;1.363293,0.236558;-0.1658098;1.444579,0.2277287;-0.2294634;1.204491,-0.02908748;-0.4384981;1.461035,0
5397,-6116;7356;12208,1143;-483;-951,-0.02440767;0.05340229;1.331849,0.1447827;0.02872916;1.363306,0.2389191;-0.1617004;1.430223,0.227705;-0.2294765;1.204457,-0.02906848;-0.4384448;1.461043,0
5432,-6084;7244;12312,1124;-395;-918,-0.02442498;0.05346582;1.33187,0.1447024;0.02874813;1.363282,0.2360937;-0.1647411;1.438649,0.2277085;-0.2294321;1.204532,-0.02903819;-0.4384693;1.460996,0
5467,-6160;7344;12340,1122;-437;-913,-0.02437245;0.05350881;1.331818,0.1446003;0.02891082;1.363144,0.2352962;-0.1654701;1.440548,0.2276435;-0.2294122;1.204421,-0.02903169;-0.4384146;1.460864,0
5501,-6032;7400;12392,1131;-428;-944,-0.024358;0.05354002;1.331649,0.1452453;0.02875907;1.362981,0.2350166;-0.1658958;1.441231,0.2292361;-0.2410715;1.174995,-0.0290118;-0.4383358;1.460777,0
5531,-6040;7344;12456,1068;-391;-970,-0.02437408;0.05361615;1.331734,0.1450881;0.02884051;1.362994,0.2346214;-0.1662566;1.44309,0.2281482;-0.2296385;1.210166,-0.0291188;-0.438311;1.460781,0
5563,-5988;7304;12232,1137;-415;-936,-0.02441131;0.05366119;1.33175,0.1449826;0.02889566;1.362957,0.2344485;-0.1663757;1.443413,0.2281491;-0.2296297;1.209861,-0.02928539;-0.4383322;1.460555,0
5597,-6132;7524;12456,1160;-419;-903,-0.0244749;0.05372279;1.331735,0.1455495;0.02859497;1.36315,0.234372;-0.1664386;1.443657,0.2280675;-0.2296189;1.209238,-0.02948748;-0.4383599;1.460376,0
5632,-6124;7372;12336,1113;-535;-887,-0.02448709;0.05377314;1.331724,0.1461821;0.02836443;1.363446,0.2342947;-0.1665211;1.443875,0.2280582;-0.2296282;1.209059,-0.02971665;-0.4383254;1.460208,0
5668,-6160;7396;12216,1126;-496;-917,-0.02435587;0.05374964;1.331717,0.1460545;0.02834295;1.363459,0.2343794;-0.1666513;1.444573,0.2280714;-0.2294557;1.208382,-0.0295147;-0.4383717;1.460178,0
5701,-6020;7316;12152,1161;-447;-900,-0.02450411;0.05395906;1.33204,0.1458316;0.02858302;1.363478,0.2343397;-0.166793;1.445119,0.2280833;-0.2294446;1.208352,-0.02958821;-0.4383706;1.460269,1
5732,-6052;7324;12540,1139;-403;-939,-0.0244841;0.0539814;1.332032,0.1455775;0.02882582;1.363328,0.2342995;-0.1668068;1.44514,0.2280044;-0.2293828;1.208143,-0.02931025;-0.4383182;1.460318,1
5764,-6004;7376;12348,1084;-332;-954,-0.02442008;0.05412917;1.332483,0.145376;0.02889639;1.363456,0.2343081;-0.166785;1.445756,0.2280078;-0.2293716;1.208167,-0.02927431;-0.4382744;1.460975,1
5799,-6156;7400;12352,1072;-311;-914,-0.02439892;0.05417855;1.332327,0.1451555;0.02893409;1.363294,0.234299;-0.1667878;1.445757,0.2277808;-0.2292069;1.207443,-0.02920259;-0.4382948;1.460856,1
5832,-6132;7260;12348,1007;-336;-927,-0.02432773;0.0542125;1.332332,0.1450854;0.02889716;1.36331,0.2350749;-0.1653645;1.444091,0.2277092;-0.2291323;1.207386,-0.02911476;-0.4383049;1.460821,1
5864,-6224;7372;12272,1080;-304;-912,-0.02427084;0.05421334;1.332341,0.1450343;0.02887473;1.363341,0.2353832;-0.1650041;1.443242,0.2275968;-0.229034;1.20716,-0.02909238;-0.4382949;1.460823,1
5899,-6244;7220;12356,1060;-335;-896,-0.02425106;0.05423011;1.332346,0.1449958;0.02884256;1.363369,0.2356957;-0.1652746;1.442135,0.2273957;-0.2289299;1.206457,-0.02902467;-0.4382806;1.460815,1
5935,-6104;7468;12264,1056;-361;-923,-0.02419802;0.05423161;1.332351,0.1449364;0.02881914;1.36338,0.2360796;-0.1647153;1.44174,0.2273498;-0.2289173;1.206355,-0.02892219;-0.4383085;1.460797,1
5969,-6024;7288;12476,1161;-348;-958,-0.02413859;0.05424232;1.332437,0.1448809;0.02880143;1.36343,0.2362207;-0.164511;1.441242,0.2273768;-0.2288352;1.206024,-0.02889238;-0.4383314;1.460784,1
5999,-6220;7328;12260,1100;-336;-974,-0.02407402;0.05426635;1.332444,0.1448411;0.02877736;1.363454,0.2364619;-0.1640298;1.441106,0.227352;-0.2288122;1.205875,-0.02885189;-0.4383456;1.460802,1
6031,-6048;7348;12376,1120;-366;-950,-0.02402101;0.05426906;1.332443,0.144802;0.02875734;1.363461,0.2444225;-0.1491792;1.413553,0.2273074;-0.2287689;1.205808,-0.02873028;-0.4384192;1.460729,1
6064,-6264;7468;12352,1124;-352;-943,-0.02394171;0.0542121;1.332005,0.1447021;0.02870906;1.363334,0.2402671;-0.1595251;1.425119,0.2271414;-0.22854;1.20495,-0.02864589;-0.438429;1.460414,1
6098,-6248;7320;12216,1082;-357;-953,-0.02388509;0.05423217;1.331953,0.1446707;0.02868448;1.36333,0.2396866;-0.1601741;1.428058,0.2271143;-0.2284594;1.204797,-0.02859858;-0.4384165;1.460377,1
6134,-6272;7348;12336,1098;-396;-985,-0.02393258;0.05429133;1.332082,0.1446179;0.02869253;1.363447,0.2393884;-0.1601983;1.431373,0.2271448;-0.2284328;1.204811,-0.02864632;-0.4384377;1.460401,1
6165,-6268;7640;12380,787;-463;-1013,-0.02392466;0.05428991;1.332117,0.1445638;0.02866168;1.363474,0.2388704;-0.1610255;1.434615,0.2271319;-0.2283901;1.204755,-0.0286122;-0.4384587;1.4604,1
6198,-5936;7348;12260,1059;-183;-1039,-0.0238238;0.05424637;1.331972,0.1445402;0.02864552;1.363467,0.2388333;-0.1610362;1.434627,0.2272954;-0.2278319;1.204207,-0.02858895;-0.4384778;1.460306,1
6231,-6224;7636;12488,1033;-165;-933,-0.02378587;0.05423029;1.331966,0.1445002;0.02860637;1.363492,0.238499;-0.1612573;1.435494,0.2272439;-0.2278005;1.204037,-0.02853657;-0.4384875;1.460325,1
6264,-6260;7240;12432,1055;-236;-808,-0.02371204;0.05422105;1.332229,0.1444421;0.0286087;1.363597,0.2383502;-0.1609699;1.436365,0.2272776;-0.2277498;1.204149,-0.02833914;-0.4385144;1.460626,1
6299,-6060;7476;12108,1660;-234;-630,-0.02367342;0.05422308;1.33221,0.1443973;0.02858427;1.363616,0.2382808;-0.1607751;1.436278,0.2262183;-0.2408127;1.171676,-0.02832663;-0.438522;1.460598,1
6334,-6172;7552;12208,1030;-223;-820,-0.0236712;0.05416225;1.331962,0.1443409;0.0285583;1.36356,0.2389224;-0.1618877;1.43875,0.2255814;-0.2274447;1.197469,-0.02827506;-0.4385304;1.460391,1
6367,-6348;7432;12368,1047;-242;-867,-0.02367095;0.05416236;1.331958,0.1443021;0.02853845;1.363579,0.2387702;-0.1618006;1.438638,0.2254004;-0.2275589;1.198709,-0.0282687;-0.4385386;1.46036,1
6398,-6420;7184;12392,1125;-452;-895,-0.02366515;0.05414869;1.332005,0.1442679;0.02853958;1.363612,0.2386702;-0.1612343;1.438213,0.2253708;-0.2276805;1.198883,-0.02818776;-0.4385895;1.460385,1
6431,-6208;7588;12316,1215;-727;-1129,-0.02367057;0.05406035;1.331525,0.1441895;0.02850881;1.363519,0.2404366;-0.1581573;1.425602,0.2253419;-0.227687;1.198873,-0.02818614;-0.4384605;1.460266,1
6524,-688;7700;14068,1105;-401;-912,-0.02365495;0.05407604;1.331624,0.1441421;0.02847564;1.363594,0.2420905;-0.1627248;1.456536,0.2260593;-0.2284192;1.203331,-0.02813858;-0.4384866;1.460299,1
6539,-664;7504;14028,1160;-268;-776,-0.02364542;0.05406151;1.331604,0.14413;0.02846581;1.363595,0.2462703;-0.146863;1.407687,0.2260496;-0.2283504;1.203292,-0.02804454;-0.4385059;1.460281,1
6565,-668;7460;14064,1023;-449;-844,-0.02357217;0.05408576;1.331777,0.1441;0.02846165;1.363684,0.2408147;-0.1553876;1.428082,0.2261302;-0.228355;1.203613,-0.02828714;-0.438423;1.4604,1
6599,-652;7412;14008,1155;-440;-1054,-0.02356336;0.05408503;1.331789,0.1440739;0.02844664;1.363696,0.2394358;-0.1562949;1.429287,0.2260443;-0.228337;1.203602,-0.02820421;-0.4383422;1.46039,1
6631,-740;7724;13996,1057;-475;-1039,-0.02354512;0.0540309;1.331681,0.1440576;0.02843273;1.363686,0.2386099;-0.1573469;1.430346,0.2260282;-0.2283023;1.20356,-0.02811534;-0.4383872;1.460195,1
6663,-764;7624;14012,1113;-425;-892,-0.02349561;0.05405043;1.332131,0.1440077;0.0284041;1.363816,0.2417253;-0.1518879;1.421722,0.2260379;-0.2282931;1.203621,-0.02804232;-0.4384834;1.460515,1
6697,-516;7408;13836,1236;-563;-829,-0.02347979;0.05404494;1.332118,0.1439932;0.02840141;1.363823,0.2402016;-0.1544476;1.426515,0.2259682;-0.2282935;1.203504,-0.02799648;-0.4384986;1.460467,1
6731,-432;7372;14004,1064;-561;-998,-0.02347549;0.05396985;1.331728,0.1439499;0.02839104;1.363761,0.239247;-0.1561196;1.428845,0.2258474;-0.2281632;1.202966,-0.02797608;-0.4385536;1.460107,1
6765,-592;7444;13988,1086;-549;-1058,-0.0234938;0.05397325;1.331723,0.1439384;0.02838704;1.363767,0.2375701;-0.160562;1.435769,0.2258457;-0.2281593;1.20297,-0.02801694;-0.4385227;1.460056,1
6798,-620;7524;13912,1031;-456;-1065,-0.02349633;0.05396922;1.331719,0.1439253;0.02838396;1.363766,0.2375329;-0.1605936;1.435745,0.2258426;-0.2280417;1.203211,-0.0280182;-0.4385624;1.459977,1
6834,-592;7548;13756,1202;-407;-936,-0.02351346;0.05402704;1.332172,0.1438887;0.02841152;1.363935,0.2521667;-0.1689075;1.378884,0.2213536;-0.2467163;1.152671,-0.0278476;-0.4385671;1.460412,1
6871,-660;7444;13780,1094;-453;-939,-0.02351253;0.05405637;1.332409,0.143875;0.02840248;1.363995,0.2519204;-0.1688202;1.378955,0.2223487;-0.2354983;1.185187,-0.02783334;-0.4385415;1.460753,1
6903,-644;7472;13952,1280;-333;-1032,-0.02350313;0.05405784;1.332401,0.1438637;0.0283948;1.363998,0.2351693;-0.1586519;1.438976,0.2255583;-0.2273966;1.206541,-0.02775035;-0.4384098;1.460834,1
6935,-644;7464;13884,1710;-436;-910,-0.02349125;0.05403949;1.33238,0.1438524;0.02837699;1.363992,0.2353506;-0.1607793;1.441465,0.2255797;-0.2274097;1.206191,-0.02774484;-0.4383868;1.460783,1
6967,-568;7444;13912,2959;19;-696,-0.0234701;0.054034;1.332361,0.1438487;0.02837608;1.363993,0.2446772;-0.1459646;1.414472,0.2256225;-0.2274179;1.206023,-0.02776594;-0.4383932;1.46076,1
7001,-452;7056;12956,8354;1298;53,-0.02344179;0.05403231;1.332393,0.1438451;0.02837222;1.363995,0.2448576;-0.1455308;1.413692,0.2233505;-0.2307912;1.18916,-0.02776413;-0.4383906;1.460763,1
7033,-1088;9336;13468,15239;3345;817,-0.0234242;0.05402381;1.332415,0.1438407;0.02836046;1.363998,0.2405349;-0.1541749;1.42702,0.225566;-0.2276776;1.202356,-0.02774607;-0.4384114;1.46074,1
7066,-1136;11040;12700,12813;2450;1808,-0.02342949;0.05402615;1.332416,0.1438297;0.02835134;1.364001,0.2401189;-0.1555169;1.430596,0.2256358;-0.2276535;1.202541,-0.02772582;-0.4384288;1.460729,1
7095,-524;10432;11996,9556;882;1369,-0.02344044;0.05404034;1.332264,0.1438109;0.02833904;1.363963,0.2393232;-0.1574033;1.431765,0.2255839;-0.2276396;1.20234,-0.02773513;-0.4383506;1.460567,1
7129,-788;10996;11364,6463;341;725,-0.02343017;0.05403736;1.332268,0.1438078;0.0283395;1.363965,0.2430064;-0.1483559;1.417748,0.225563;-0.2276455;1.20234,-0.02770782;-0.4383739;1.460568,1
7168,-568;9716;10460,10186;766;573,-0.02342217;0.05400336;1.332104,0.1437924;0.02833069;1.36393,0.2398896;-0.1557721;1.429576,0.2255436;-0.2276437;1.20234,-0.02766273;-0.4384233;1.460177,1
7198,-1284;13004;10324,12492;1013;524,-0.02344551;0.05403236;1.332113,0.1437902;0.02832695;1.363932,0.238607;-0.1599937;1.435371,0.2255819;-0.2276348;1.202257,-0.02766651;-0.4384279;1.460172,1
7233,-676;12124;8776,10765;395;614,-0.02343766;0.05405128;1.332151,0.1437887;0.02832422;1.363943,0.2374735;-0.1628617;1.440212,0.225556;-0.2276135;1.20226,-0.02763892;-0.4384493;1.460183,1
7263,-608;13544;7928,15363;1496;948,-0.02357607;0.0541799;1.332418,0.1448951;0.02808471;1.364695,0.2357815;-0.1646356;1.444864,0.2255561;-0.2275178;1.202462,-0.02773696;-0.4383898;1.46043,1
7297,-704;13660;6908,14644;1338;504,-0.02361211;0.05425769;1.332382,0.1447438;0.02821278;1.364559,0.2353;-0.165452;1.446041,0.2255648;-0.2275055;1.20246,-0.02770277;-0.4384196;1.460403,1
7330,-600;14640;5516,20766;2904;1457,-0.02359404;0.05428557;1.332418,0.1456265;0.02802168;1.364979,0.2349271;-0.1662935;1.447413,0.2257375;-0.2273768;1.202518,-0.02771771;-0.4384806;1.460458,1
7363,-420;15244;3972,20540;2424;1574,-0.02357165;0.05429054;1.332182,0.1462015;0.02785046;1.364943,0.2347372;-0.1663918;1.447684,0.2259119;-0.2272874;1.202507,-0.02772712;-0.4384772;1.460436,1
7399,-40;15644;1732,21483;2307;1141,-0.02356349;0.05432269;1.332122,0.1457616;0.02828112;1.364562,0.234503;-0.1665908;1.447954,0.2259385;-0.227291;1.202529,-0.02794528;-0.4384865;1.460282,1
7432,-280;14856;-588,21222;1876;774,-0.02356962;0.05435359;1.332133,0.145563;0.02838988;1.364503,0.2342051;-0.167139;1.449238,0.2260047;-0.227269;1.202694,-0.02807299;-0.4385159;1.4603,1
7464,24;15140;-2632,22408;2163;978,-0.02357577;0.05436914;1.332117,0.1461675;0.02834516;1.364625,0.2339023;-0.1674022;1.448565,0.2260172;-0.2272673;1.202705,-0.02818365;-0.4385028;1.46018,1
7499,96;14984;-3080,24519;3367;856,-0.02359983;0.05441383;1.332077,0.1466002;0.02816303;1.364627,0.2338162;-0.1675615;1.448636,0.2260103;-0.2272764;1.202758,-0.02814211;-0.4384307;1.460261,1
7529,168;14428;-6812,24772;900;1043,-0.0236035;0.05449861;1.332207,0.1472023;0.02830905;1.364973,0.2336161;-0.1681425;1.448993,0.2260673;-0.227257;1.202897,-0.02823349;-0.4383886;1.460348,1
7565,1400;14456;-7584,22747;2215;-676,-0.02368428;0.05457057;1.331952,0.1475297;0.0281885;1.364863,0.2334172;-0.1684389;1.447932,0.2261289;-0.2272208;1.202876,-0.02849042;-0.4383565;1.460137,1
7596,824;13352;-10488,20550;1812;-601,-0.02368213;0.05458662;1.331966,0.1477133;0.02815517;1.364849,0.2334082;-0.1684268;1.447738,0.2262153;-0.2272003;1.202624,-0.028475;-0.4383808;1.460167,1
7633,1052;11312;-12084,21053;1950;347,-0.02366696;0.05460612;1.331936,0.1472307;0.02825676;1.364631,0.2333685;-0.1684249;1.447708,0.226223;-0.2271424;1.202649,-0.02851028;-0.4383944;1.46019,1
7666,968;10732;-13236,21296;1348;-295,-0.0236671;0.0546256;1.331888,0.1468377;0.02837626;1.3644,0.2333092;-0.1684307;1.448408,0.2261894;-0.2271151;1.202293,-0.02889693;-0.4384193;1.459933,1
7698,1420;9344;-14216,20088;2034;-368,-0.02366736;0.05464239;1.331882,0.147349;0.02816928;1.364527,0.2332736;-0.1684525;1.448345,0.2261808;-0.2271194;1.202294,-0.02889897;-0.4384217;1.45993,1
7730,1300;7788;-15824,17682;349;-251,-0.02366522;0.05466533;1.331851,0.1469231;0.02830573;1.364352,0.2331282;-0.1692536;1.449343,0.2261809;-0.2271201;1.202294,-0.02889887;-0.4384215;1.45993,1
7765,1472;5908;-16056,15274;404;-1207,-0.0236575;0.05475694;1.33203,0.1475356;0.02813029;1.364888,0.2331428;-0.1696602;1.450197,0.2262131;-0.2271332;1.202381,-0.02900553;-0.4383011;1.460301,1
7797,1512;4936;-16428,14875;100;-1812,-0.02365155;0.05475632;1.332039,0.1478165;0.02798426;1.365029,0.2332233;-0.1697196;1.450448,0.2262121;-0.2270992;1.202203,-0.02903217;-0.4383397;1.46034,1
7830,1120;4160;-16560,15956;57;-1103,-0.02363703;0.05477546;1.332031,0.1473285;0.02817685;1.364838,0.2337132;-0.1684217;1.447095,0.2264244;-0.2267185;1.201922,-0.0288868;-0.4383705;1.460336,1
7868,1472;2392;-17332,14388;-387;-1456,-0.02354213;0.05478274;1.332009,0.1470718;0.02814944;1.364716,0.2338293;-0.1684184;1.447182,0.2264317;-0.2266983;1.201795,-0.0287126;-0.4383531;1.460276,1
7899,1872;1384;-17568,12657;-181;-466,-0.02355581;0.0548339;1.331872,0.1476202;0.02843151;1.364221,0.23362;-0.168806;1.44733,0.226327;-0.2266987;1.201224,-0.02865823;-0.4383385;1.459991,1
7932,1236;56;-18180,13340;-181;-1215,-0.02354508;0.05482982;1.331831,0.1480424;0.02853062;1.364076,0.2336013;-0.168954;1.447587,0.2263906;-0.2266396;1.201188,-0.02864769;-0.4383383;1.459868,1
7964,1776;-372;-16856,7999;574;-1282,-0.02357852;0.05484657;1.331824,0.1482569;0.02844011;1.364114,0.2336541;-0.1688986;1.447136,0.2264267;-0.2265303;1.20101,-0.02890776;-0.4382852;1.459855,1
7996,1388;-2080;-16648,8558;-932;-741,-0.02358997;0.05483745;1.331606,0.1476656;0.02852547;1.363783,0.2335009;-0.1689114;1.447058,0.2263052;-0.2257929;1.199731,-0.02912175;-0.4383713;1.459471,1
8031,1120;-2736;-15540,5840;-1370;-615,-0.02362879;0.05483819;1.331571,0.1479329;0.02828524;1.363855,0.2329838;-0.1689022;1.448028,0.2265557;-0.2249177;1.199273,-0.02943712;-0.4384058;1.459347,1
8066,876;-3652;-17624,7220;-1570;-1412,-0.02368044;0.05486405;1.331605,0.1482141;0.02812396;1.364099,0.2328096;-0.1687791;1.448683,0.2268669;-0.2236572;1.198818,-0.02978622;-0.4383788;1.459437,1
8100,1376;-3064;-17168,2232;-1171;-1302,-0.0237199;0.05485734;1.331602,0.1482855;0.02811064;1.36412,0.2326937;-0.168327;1.448251,0.2270936;-0.2220098;1.196701,-0.02999095;-0.4384395;1.45941,1
8130,908;-3316;-17788,2748;-2004;-1067,-0.02372641;0.05485836;1.331601,0.148421;0.02803582;1.364208,0.2323618;-0.1668728;1.448507,0.2284441;-0.219851;1.195752,-0.03012883;-0.4384423;1.459396,1
8164,1280;-3652;-17972,2648;-115;-1504,-0.02372898;0.05485048;1.331586,0.1477504;0.02817128;1.364034,0.2315682;-0.1642231;1.447638,0.2346691;-0.2152433;1.194892,-0.03043647;-0.4383847;1.459462,1
8198,692;-3244;-17516,2271;-455;-1900,-0.02376697;0.05483644;1.331512,0.147047;0.02861953;1.363589,0.2350291;-0.1473755;1.410852,0.218305;-0.2179614;1.180986,-0.03053367;-0.4383889;1.459442,1
8231,1380;-3396;-17016,1589;-19;-1207,-0.02384352;0.05485736;1.331856,0.1476125;0.02836365;1.36445,0.2356683;-0.1455573;1.410431,0.2192748;-0.213758;1.179809,-0.03071071;-0.4384079;1.460004,1
