Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
3264,-1996;7264;13460,882;-561;-722,-0.002648662;-0.1195629;1.709868,0.1704206;-0.1433975;1.671913,0.2535782;-0.3560475;1.582467,0.1805821;-0.3772765;1.401597,-0.009977286;-0.5507138;1.681354,1
3298,-1980;7508;13404,1595;-321;-758,-0.002798157;-0.1190104;1.709748,0.1705318;-0.1436093;1.672399,0.2536574;-0.3563215;1.583518,0.1780955;-0.3841098;1.390916,-0.009942804;-0.5508549;1.681651,1
3332,-2196;7576;13588,31;-655;-543,-0.003504764;-0.1172552;1.708089,0.17038;-0.1436295;1.672299,0.2536471;-0.3564811;1.582788,0.1782345;-0.3832788;1.390503,-0.009443302;-0.5506523;1.68161,1
3364,-2072;7212;13428,1048;-439;-371,-0.004562007;-0.1153676;1.706373,0.1700516;-0.1438431;1.671613,0.2545638;-0.356472;1.582839,0.1784952;-0.3837734;1.39042,-0.009206814;-0.5507045;1.681655,1
3399,-2052;7660;13452,724;-449;-493,-0.005098444;-0.1141972;1.706387,0.1672662;-0.1433015;1.66725,0.2557018;-0.356788;1.584997,0.1811012;-0.3830547;1.394279,-0.008856245;-0.5507845;1.682343,1
3432,-1992;7040;13436,824;-533;-396,-0.005755697;-0.1125118;1.704127,0.1672066;-0.1436266;1.666931,0.2558638;-0.3571559;1.584006,0.1820733;-0.3825856;1.394715,-0.008657545;-0.550794;1.682117,1
3464,-2104;7688;13388,570;-406;-693,-0.006251616;-0.1115985;1.70342,0.1651656;-0.1431646;1.6632,0.2568511;-0.3571744;1.584815,0.1841876;-0.3825363;1.397771,-0.008389207;-0.5507237;1.681975,1
3496,-2044;7304;13444,706;-432;-584,-0.006468959;-0.1110345;1.703445,0.1654174;-0.1434885;1.664399,0.2575599;-0.357508;1.586314,0.1850932;-0.382605;1.399316,-0.008033535;-0.5505926;1.682296,1
3531,-2284;7580;13604,1612;-570;-543,-0.006626474;-0.110313;1.702649,0.1654087;-0.1435339;1.664414,0.2575644;-0.3575161;1.586313,0.1852641;-0.3825614;1.399429,-0.007879071;-0.5504698;1.682221,1
3567,-2068;7808;13284,256;-827;-730,-0.006868466;-0.1099077;1.702778,0.1653816;-0.1437171;1.664831,0.2575593;-0.3575521;1.586295,0.1857577;-0.3827209;1.400391,-0.007830187;-0.5507879;1.682897,1
3610,-2076;7584;13216,1056;-411;-703,-0.006998704;-0.1094125;1.702331,0.1653687;-0.143778;1.664832,0.2575382;-0.3575785;1.586408,0.1863195;-0.3826071;1.402262,-0.007694476;-0.5505577;1.682791,1
3650,-2160;7920;13288,427;-528;-600,-0.007120935;-0.1091868;1.702153,0.1653278;-0.1438425;1.664875,0.2574447;-0.3579398;1.585685,0.1863114;-0.3825762;1.402163,-0.007585768;-0.5507731;1.682857,1
3666,-2196;7624;13272,968;-403;-502,-0.0072678;-0.1087535;1.701837,0.1653143;-0.1438512;1.664898,0.2571947;-0.3579714;1.585262,0.1862219;-0.3824968;1.40195,-0.007415557;-0.5507186;1.682876,1
3697,-2116;7808;13464,741;-500;-567,-0.007423052;-0.1085492;1.701608,0.1639759;-0.1434463;1.662087,0.2566097;-0.3582732;1.584581,0.186224;-0.3825065;1.402132,-0.007413441;-0.5507272;1.682872,1
3732,-1964;7572;13224,477;-333;-621,-0.007495216;-0.1084198;1.701575,0.1639965;-0.1436214;1.662291,0.256453;-0.3583494;1.584491,0.1861912;-0.3825442;1.402594,-0.007390297;-0.5507983;1.682947,1
