Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
15526,2048;13100;8748,1047;-228;-1027,-0.06829109;0.2554035;1.192408,-0.07256422;0.04281395;1.252637,0.08324383;0.01913404;1.199591,0.1219279;-0.1578761;1.016619,0.1775473;-0.2700618;0.7962685,0.1889829;-0.2915345;0.7623701,-0.06813342;-0.4344645;1.285329,2
15563,2144;12700;9504,1134;-118;-374,-0.06874666;0.255136;1.191965,-0.07259178;0.04274053;1.252565,0.08330287;0.01821183;1.200042,0.121884;-0.164395;1.022827,0.1565314;-0.2633819;0.8657284,0.1850627;-0.3050688;0.7736914,-0.06836083;-0.4350039;1.284906,2
15595,2304;12480;9752,1032;-71;-585,-0.0693262;0.2545846;1.191176,-0.07344315;0.04106985;1.252161,0.08328922;0.01749648;1.200254,0.1216781;-0.1717793;1.030418,0.1542377;-0.2679566;0.8711017,0.1839979;-0.3292921;0.7784947,-0.0684342;-0.4356076;1.284,2
15627,2444;12308;10108,1000;-410;-756,-0.0696594;0.2543469;1.19098,-0.0741611;0.03991634;1.25237,0.08320934;0.01683389;1.200935,0.1210262;-0.1830606;1.044211,0.1507571;-0.2800324;0.8848871,0.1815846;-0.3444994;0.7937351,-0.06861187;-0.4360352;1.283812,2
15660,2636;12088;9264,2467;-781;-1119,-0.07011803;0.2539667;1.190514,-0.07475797;0.03893246;1.252067,0.0830566;0.0163024;1.201384,0.1196771;-0.1875013;1.049759,0.1475403;-0.2909371;0.894389,0.1771088;-0.3570978;0.8076993,-0.06866205;-0.4365228;1.283022,2
15694,2268;14212;9900,3;590;-1833,-0.07053781;0.2536853;1.190204,-0.07528436;0.03809313;1.251929,0.0828315;0.01584736;1.201984,0.1091241;-0.1951174;1.058674,0.1445054;-0.30329;0.9084102,0.1728429;-0.3675853;0.823143,-0.06835662;-0.4372805;1.282017,2
15727,1292;12704;10596,-1464;272;-134,-0.07103375;0.2531925;1.189305,-0.07600458;0.03716734;1.251338,0.08349421;0.009519461;1.203779,0.1117875;-0.201924;1.061736,0.144641;-0.3354259;0.9083174,0.1624677;-0.382728;0.851754,-0.06840813;-0.4387003;1.280473,2
15761,1744;11296;9896,853;-1381;-478,-0.07132461;0.2530419;1.189363,-0.07662172;0.03654474;1.251834,0.08296739;0.009836119;1.204616,0.1134708;-0.2069069;1.071965,0.1367827;-0.3432153;0.9453709,0.1608454;-0.3890749;0.8739076,-0.06846689;-0.438976;1.280431,2
15794,1960;11612;9196,943;-1971;-1300,-0.07171732;0.2527305;1.188874,-0.0772444;0.035767;1.251465,0.08301594;0.006815349;1.206243,0.1133185;-0.2111734;1.075829,0.1378777;-0.3972071;0.9312964,0.1575079;-0.414701;0.8727096,-0.06898018;-0.4398695;1.279711,2
15829,2588;12048;8336,2371;-1697;-1977,-0.07200561;0.2524932;1.188425,-0.07777014;0.03508765;1.251042,0.08282367;0.005013322;1.207399,0.1134776;-0.2144995;1.079923,0.1368233;-0.3998449;0.9344009,0.1551803;-0.4234279;0.8847768,-0.06934434;-0.4407142;1.27907,2
15861,2704;13444;8412,1077;-533;-2245,-0.07221426;0.2523661;1.188294,-0.0782015;0.03463877;1.25095,0.08272649;0.003034388;1.207904,0.1136798;-0.2184543;1.084332,0.135371;-0.4033862;0.9404054,0.1533614;-0.4287825;0.8940503,-0.06963506;-0.4413548;1.278762,2
15896,1936;13504;8980,713;225;-1343,-0.07255005;0.2518156;1.187291,-0.07880026;0.03388827;1.249871,0.08272517;0.00200751;1.208054,0.1135008;-0.2205759;1.086624,0.1344831;-0.4043879;0.9430661,0.1443935;-0.4453214;0.9023185,-0.07026457;-0.4419703;1.277681,2
15928,2156;13252;9664,692;-89;-513,-0.07284508;0.2514133;1.18634,-0.07919452;0.033239;1.248944,0.08278516;0.001089436;1.208453,0.1133493;-0.2225844;1.089205,0.134027;-0.4066972;0.9448124,0.144315;-0.4487662;0.905257,-0.07070768;-0.4423101;1.277156,2
15964,2488;12452;9512,1405;-579;-604,-0.07305247;0.2512753;1.186257,-0.07940534;0.03293565;1.249067,0.08285633;-6.895892E-05;1.210121,0.1137019;-0.2253699;1.09443,0.133726;-0.4068514;0.9498128,0.145072;-0.4515411;0.909154,-0.07104573;-0.4427728;1.277218,2
15995,2212;12816;9432,1862;-792;-643,-0.07320278;0.2511708;1.186222,-0.0795657;0.03260966;1.249192,0.08322039;-0.0009309408;1.212133,0.11416;-0.226813;1.097778,0.1325593;-0.4104499;0.9543425,0.142337;-0.4557329;0.9142969,-0.07131281;-0.4434369;1.277433,2
16029,2464;12596;9348,1543;-520;-230,-0.07342009;0.250898;1.185815,-0.0796672;0.03237532;1.249078,0.08331116;-0.001228711;1.212822,0.1144519;-0.227149;1.098628,0.1324215;-0.4107531;0.9548795,0.1402116;-0.4572943;0.911449,-0.0714882;-0.4436311;1.277359,2
16061,2400;11956;9584,1029;-500;-562,-0.07367507;0.250647;1.185131,-0.07977135;0.03209842;1.248756,0.08340609;-0.001415375;1.212962,0.1146691;-0.2275309;1.099241,0.1324249;-0.4105813;0.9554505,0.1401929;-0.4584852;0.912982,-0.07167514;-0.4439632;1.277004,2
16094,2800;12408;9436,2109;-717;-1153,-0.0738155;0.250498;1.184909,-0.07980444;0.03191818;1.2487,0.08354895;-0.001666504;1.213482,0.1149407;-0.2283344;1.101044,0.1324092;-0.4105906;0.9566046,0.1408406;-0.4579501;0.9144188,-0.07163022;-0.4441159;1.277054,2
16128,2488;13252;9000,1016;-45;-1245,-0.07416011;0.2498766;1.183325,-0.07983372;0.03127451;1.247342,0.08361459;-0.001870688;1.213288,0.1149253;-0.2285986;1.100961,0.1322752;-0.410505;0.9568281,0.1378116;-0.4605947;0.9107684,-0.07169565;-0.4445964;1.275941,2
16161,2188;12960;9716,899;314;-650,-0.07425772;0.2497839;1.183269,-0.07985844;0.03113027;1.247365,0.0837655;-0.00219808;1.213955,0.1150247;-0.2291032;1.102027,0.1321061;-0.410427;0.95889,0.1403823;-0.4605219;0.9151711,-0.0718274;-0.4448182;1.276047,2
16195,1996;12548;9800,903;-165;-394,-0.0743768;0.2495041;1.182804,-0.0798519;0.03095176;1.247264,0.08384839;-0.002312524;1.214064,0.1150272;-0.2293624;1.102441,0.1320599;-0.4106839;0.9591661,0.1385665;-0.4616635;0.9146281,-0.07179677;-0.4449737;1.275993,2
16231,2132;12412;9700,1032;-784;-678,-0.07458557;0.2488212;1.18094,-0.07982289;0.03049002;1.246127,0.08394318;-0.002524473;1.213802,0.1149963;-0.2296593;1.102334,0.1320235;-0.4105707;0.9592147,0.1373981;-0.4599541;0.9110585,-0.07191421;-0.4451729;1.275218,2
16265,2112;12648;9432,1160;-547;-1085,-0.0747012;0.2485442;1.180371,-0.07979509;0.03029977;1.245979,0.08403716;-0.002592373;1.213914,0.1152136;-0.2300618;1.103253,0.1319417;-0.4105777;0.959891,0.1388625;-0.4624345;0.9146166,-0.07190497;-0.445262;1.27518,2
16295,2116;12540;9344,1366;-783;-961,-0.07474717;0.2484172;1.18016,-0.07975765;0.03012889;1.245859,0.08410683;-0.002809604;1.214141,0.1155365;-0.2305005;1.104081,0.1319416;-0.4105833;0.9607587,0.1395959;-0.4616143;0.914708,-0.0719436;-0.4453629;1.275193,2
16328,2388;12480;9140,1516;-615;-1083,-0.07476944;0.2481027;1.179549,-0.07971625;0.02984848;1.245514,0.08421891;-0.002893861;1.214236,0.1156514;-0.2306634;1.104362,0.1317027;-0.4106606;0.9618195,0.1393633;-0.4630313;0.9145551,-0.07195296;-0.4454092;1.275136,2
16362,2404;12600;8812,1015;-390;-1204,-0.07476244;0.2479379;1.179249,-0.07975004;0.02971138;1.245432,0.08428197;-0.002957821;1.214385,0.1157374;-0.2309097;1.104946,0.1317461;-0.4110454;0.9624408,0.1402236;-0.4623264;0.9175651,-0.0720052;-0.4455058;1.275132,2
16395,2348;12632;9304,1202;-454;-1218,-0.07468802;0.2476329;1.178802,-0.07971955;0.02946607;1.245247,0.08431908;-0.003031067;1.214448,0.1157341;-0.2310366;1.105124,0.1316958;-0.4114385;0.962584,0.1413889;-0.4635358;0.9154889,-0.07211105;-0.4456051;1.275059,2
