Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
3095,48;12376;9860,925;-205;-989,-0.06530762;0.2551024;1.180436,-0.07694469;0.0426532;1.246403,0.06039656;0.04668072;1.212146,0.1211004;0.00218137;0.9653251,0.1716204;0.0428966;0.7490252,0.1859231;0.05861167;0.6588591,-0.06393009;-0.4227777;1.28765,0
3130,56;12296;10148,1123;-257;-976,-0.06577835;0.254938;1.180511,-0.07664043;0.04258011;1.246323,0.06146376;0.04749551;1.211736,0.1186542;-0.009700794;0.9666914,0.1748607;0.006235533;0.7510058,0.1866774;0.02168366;0.6607507,-0.06410324;-0.4234817;1.287526,0
3165,36;12296;10052,1310;-479;-991,-0.06622463;0.254808;1.180671,-0.07699416;0.04206006;1.247611,0.06267741;0.04770222;1.21107,0.1233377;-0.02320082;0.9704676,0.175096;-0.01740232;0.750403,0.1868937;-0.01062896;0.6603796,-0.06433491;-0.4243815;1.287398,0
3199,0;12512;9796,1148;-398;-1094,-0.06665714;0.2546001;1.180372,-0.07703526;0.04172128;1.247435,0.06477553;0.04745553;1.208953,0.1245799;-0.02982309;0.9700984,0.1731395;-0.04702431;0.7532125,0.1852742;-0.04447215;0.6610667,-0.06499213;-0.425811;1.286094,0
3229,-44;12352;9856,1238;-391;-898,-0.06708226;0.2543927;1.180052,-0.07708789;0.04131679;1.247232,0.06731795;0.04752066;1.206414,0.1226195;-0.05524632;0.9762344,0.1714492;-0.06592206;0.7605317,0.1832626;-0.0718975;0.6622456,-0.06561255;-0.4268351;1.284633,0
3262,100;12128;9828,1077;-364;-1088,-0.06741396;0.2542975;1.180106,-0.07709045;0.04094491;1.247337,0.06949641;0.04700128;1.204491,0.1227626;-0.06552856;0.9784409,0.1696872;-0.08639901;0.7400137,0.1837073;-0.1017293;0.6648273,-0.06585983;-0.427608;1.28447,0
3295,12;12520;9968,1202;-380;-1153,-0.06780204;0.254214;1.179891,-0.07708956;0.04040555;1.246909,0.0717626;0.04570474;1.201953,0.1106245;-0.06747301;0.9732904,0.1697926;-0.1238055;0.7332233,0.1817278;-0.1285107;0.6658018,-0.06600185;-0.4286179;1.283591,0
3392,36;12576;9968,1092;-591;-1073,-0.06854137;0.2541389;1.179674,-0.07726819;0.03941747;1.246235,0.08440813;0.02687863;1.185952,0.1243977;-0.1048793;0.9676871,0.1662341;-0.1678588;0.7498186,0.1745982;-0.1808774;0.6741449,-0.06629872;-0.4313082;1.282254,0
3403,12;12460;9880,1451;-593;-899,-0.06888713;0.2541819;1.179845,-0.07732964;0.03912939;1.246197,0.08561427;0.02444985;1.186072,0.1242853;-0.1097487;0.9690722,0.164704;-0.1863821;0.7474654,0.1701528;-0.2069653;0.6859441,-0.06629556;-0.4320739;1.28222,0
3429,144;12256;9864,1018;-521;-1012,-0.06923953;0.2541703;1.179665,-0.07746807;0.03866566;1.245677,0.08638432;0.02197356;1.186383,0.1229832;-0.119972;0.9740505,0.1615206;-0.201679;0.7509502,0.164621;-0.231084;0.6961534,-0.06643257;-0.432779;1.281629,0
3463,16;12580;9964,1129;-483;-1036,-0.06954774;0.2541441;1.179632,-0.07754786;0.03828109;1.245592,0.08814249;0.01815236;1.186967,0.1211475;-0.1344366;0.9816407,0.1549162;-0.2403107;0.753649,0.1613224;-0.254926;0.7091278,-0.06665954;-0.4336158;1.281489,0
3495,-40;12320;9952,1182;-685;-979,-0.06987172;0.2540594;1.179477,-0.07760733;0.03798674;1.245427,0.08898035;0.01558389;1.187302,0.1135039;-0.1490128;0.9903771,0.1525085;-0.248277;0.7602909,0.1587549;-0.272241;0.7197311,-0.06672928;-0.4340087;1.281172,0
3528,132;12220;9812,1199;-636;-1024,-0.07010201;0.2539804;1.179393,-0.07767015;0.03768064;1.245421,0.08956952;0.01357799;1.18804,0.1150946;-0.1594955;0.9988495,0.1499499;-0.285956;0.7819404,0.1563316;-0.2919365;0.7490888,-0.06701801;-0.4344495;1.280927,0
3562,64;12468;9636,1066;-645;-1128,-0.07031096;0.2539109;1.179414,-0.07784498;0.03724548;1.245593,0.08992175;0.01177124;1.188892,0.1171167;-0.1709453;1.009552,0.1495478;-0.2953725;0.7911455,0.1548565;-0.3068246;0.7660807,-0.06720794;-0.4349843;1.280808,0
3599,-72;12480;9612,1206;-497;-980,-0.07071514;0.2535786;1.178678,-0.07801513;0.03643557;1.244774,0.08996925;0.01066205;1.189187,0.117228;-0.1776098;1.015921,0.1530539;-0.3616054;0.8468986,0.1519695;-0.3344156;0.7656496,-0.06716809;-0.436369;1.278781,0
3630,160;12368;9692,1223;-377;-874,-0.0708952;0.2534825;1.178551,-0.07814163;0.03614345;1.244792,0.08999047;0.009683719;1.18999,0.1097356;-0.1848166;1.022924,0.1430863;-0.3235971;0.8338177,0.1515281;-0.3424399;0.7901648,-0.06751159;-0.4368243;1.278473,0
3663,156;12276;9824,1139;-435;-1110,-0.07107627;0.2533435;1.17843,-0.07831498;0.03580616;1.244735,0.08994052;0.008945966;1.190853,0.1043894;-0.1913367;1.030495,0.1303233;-0.3089781;0.8856499,0.1495804;-0.3513961;0.805185,-0.06787201;-0.4371982;1.278194,0
3695,48;12516;9832,1170;-389;-1038,-0.07124818;0.2531068;1.17803,-0.07856926;0.0352713;1.244435,0.08988187;0.008465279;1.191459,0.1085173;-0.1958305;1.037015,0.1281326;-0.3147889;0.8922911,0.1406276;-0.3615395;0.8356461,-0.06873032;-0.4378757;1.277391,0
3729,184;12548;10096,1185;-341;-849,-0.0713346;0.2530152;1.178018,-0.07872804;0.03492179;1.244647,0.08979663;0.007850037;1.192505,0.1103567;-0.2018317;1.046201,0.1262274;-0.3232603;0.9032158,0.140051;-0.3683662;0.8470597,-0.06956229;-0.4384024;1.277224,0
3762,84;12312;9884,1227;-542;-860,-0.07142403;0.2528987;1.177953,-0.07890517;0.03458782;1.244674,0.08977383;0.007469589;1.193232,0.110457;-0.2062651;1.053356,0.1269755;-0.4005953;0.9097421,0.1363244;-0.4080341;0.8469363,-0.07031433;-0.4388706;1.27702,0
3796,32;12232;9808,1235;-579;-953,-0.07153809;0.2527845;1.177888,-0.07909779;0.03427246;1.244718,0.08976508;0.007206284;1.194094,0.1104782;-0.2099822;1.060072,0.1223032;-0.3884561;0.9286048,0.1316188;-0.4322129;0.8740046,-0.07099301;-0.4391028;1.277088,0
3830,-44;12380;9800,1019;-426;-1055,-0.0716688;0.2526031;1.177519,-0.07924852;0.03397916;1.244494,0.08972623;0.007079169;1.194625,0.1100363;-0.2105308;1.06128,0.1221591;-0.3883416;0.9287649,0.1278902;-0.4253692;0.8755535,-0.07171702;-0.4393092;1.276664,0
3862,-56;12528;9592,1101;-445;-976,-0.07179736;0.2525264;1.177533,-0.07946768;0.03373879;1.24463,0.08969887;0.007072659;1.195745,0.1101988;-0.2134508;1.067729,0.1212434;-0.3984054;0.9309925,0.1266352;-0.4324272;0.8849693,-0.07238424;-0.4394422;1.276863,0
3894,-28;12292;9796,1043;-311;-1074,-0.07198702;0.252274;1.177115,-0.07972802;0.03351947;1.244311,0.08967919;0.006995517;1.195991,0.1095224;-0.2145214;1.069739,0.1206819;-0.4009621;0.9327808,0.1257523;-0.4296623;0.8871874,-0.07289912;-0.4396394;1.276502,0
3929,24;12472;9748,1046;-445;-1030,-0.07212707;0.2522093;1.177152,-0.0798874;0.03331922;1.244383,0.08964621;0.007011654;1.196625,0.1081772;-0.217634;1.076334,0.1193597;-0.4070455;0.9373471,0.1249291;-0.4301389;0.8949959,-0.07372317;-0.4398169;1.276765,0
3963,-120;12500;9904,1260;-546;-969,-0.07227793;0.2520449;1.176937,-0.08005632;0.03309456;1.244142,0.08960755;0.006991181;1.196877,0.1074945;-0.2188323;1.078924,0.1182036;-0.410238;0.94096,0.12236;-0.4322505;0.899532,-0.07434448;-0.4397458;1.276646,0
3995,152;12560;9956,1078;-486;-945,-0.07240217;0.2519435;1.176875,-0.08019808;0.03297023;1.244038,0.08959416;0.007047038;1.197427,0.1067119;-0.2198684;1.081678,0.1168903;-0.4128622;0.9452214,0.1212526;-0.4399785;0.9035523,-0.07481407;-0.4397416;1.276662,0
4029,180;12392;9832,1068;-343;-929,-0.07271007;0.2516034;1.176079,-0.08056805;0.03256337;1.243129,0.08959203;0.007025003;1.197463,0.1064893;-0.2202329;1.082423,0.1165524;-0.4134088;0.945243,0.119339;-0.4438447;0.90031,-0.07522749;-0.439796;1.276248,0
4063,112;12372;9788,955;-448;-987,-0.07288048;0.2515216;1.176123,-0.08066972;0.03244851;1.243156,0.08960982;0.007096608;1.197995,0.1062343;-0.2211625;1.085129,0.1159404;-0.4142618;0.9472634,0.1201203;-0.4446109;0.9048622,-0.07562495;-0.4398932;1.276477,0
4094,-12;12276;9852,1139;-351;-900,-0.07317974;0.2512065;1.17549,-0.08089691;0.03196388;1.242224,0.08960903;0.007095489;1.198004,0.1061951;-0.2212209;1.085261,0.1158634;-0.4140303;0.9470851,0.1174266;-0.4464448;0.9027063,-0.07595009;-0.4400158;1.275929,0
4129,12;12340;9840,913;-359;-974,-0.0733097;0.2511517;1.175483,-0.0810426;0.03183164;1.242305,0.0896605;0.00723037;1.198446,0.1061566;-0.2217873;1.087282,0.1157464;-0.4144111;0.9480448,0.1203112;-0.4453245;0.9077327,-0.07622735;-0.440081;1.276056,0
4162,44;12424;9844,1085;-205;-866,-0.07345714;0.2510982;1.17553,-0.0812368;0.03170748;1.242323,0.08964741;0.007210345;1.198592,0.1060317;-0.2222404;1.08841,0.1156612;-0.414983;0.9487443,0.1205207;-0.4476422;0.9080086,-0.07655064;-0.4402576;1.276146,0
4194,68;12364;10044,908;-361;-769,-0.07378656;0.2508236;1.175154,-0.08149258;0.03145386;1.241974,0.08963438;0.007264016;1.198655,0.1060947;-0.2223555;1.088879,0.1156908;-0.4150957;0.9488629,0.1183305;-0.4483235;0.9083103,-0.07683112;-0.4402946;1.275995,0
4229,-92;12344;9916,1147;-402;-845,-0.0740789;0.2506196;1.174849,-0.08183031;0.03125787;1.241531,0.08962741;0.007263513;1.198662,0.1061147;-0.2225991;1.08946,0.1150316;-0.4166381;0.9508637,0.1186328;-0.450264;0.9101169,-0.0769728;-0.4403645;1.275832,0
4265,56;12336;9896,1097;-548;-786,-0.07453176;0.2503532;1.174472,-0.08204498;0.03103836;1.241302,0.08961995;0.007236136;1.19869,0.1061482;-0.2228994;1.09014,0.1151127;-0.4166785;0.9509612,0.1185414;-0.4500833;0.9095098,-0.0770366;-0.4404655;1.275784,0
4297,-48;12448;9900,944;-270;-951,-0.07502063;0.2499803;1.173816,-0.08241195;0.03068707;1.240611,0.0896064;0.007234632;1.198699,0.1060771;-0.2230706;1.090542,0.1148594;-0.4172349;0.9521221,0.1183328;-0.4517955;0.910525,-0.0771611;-0.4405844;1.275493,0
4328,24;12220;9920,1066;-281;-842,-0.07547092;0.2495291;1.173093,-0.08278201;0.03029923;1.239845,0.08824152;0.005903203;1.200928,0.1058655;-0.2235231;1.090969,0.1147449;-0.4176235;0.9526427,0.1181498;-0.4515786;0.9123505,-0.0774468;-0.4407334;1.275004,0
4362,-148;12296;10088,1058;-603;-812,-0.07573748;0.24933;1.172914,-0.08299795;0.03016901;1.239778,0.08826341;0.005929648;1.200887,0.1061338;-0.2240607;1.092298,0.114726;-0.4188038;0.9546791,0.1201835;-0.4523449;0.91589,-0.07758407;-0.4407385;1.275007,0
4395,72;12332;9780,1220;-552;-840,-0.0759428;0.2492166;1.172813,-0.08313399;0.03008545;1.23973,0.08828349;0.005979807;1.200879,0.1066789;-0.2243727;1.093255,0.114868;-0.4191305;0.9550199,0.1191449;-0.4519947;0.9162555,-0.07766041;-0.4407977;1.275021,0
4429,132;12404;9680,1137;-470;-881,-0.07613327;0.2490326;1.172753,-0.08328414;0.02994964;1.239684,0.08829159;0.006001815;1.200885,0.1064834;-0.2246325;1.093897,0.1146415;-0.4200988;0.9562703,0.1192818;-0.4534253;0.9164063,-0.0777387;-0.4408702;1.275057,0
4466,-116;12324;9888,849;-314;-903,-0.07623342;0.2489077;1.172645,-0.08345021;0.02983671;1.239698,0.08830725;0.006053294;1.20091,0.10669;-0.2249105;1.09476,0.1144359;-0.420332;0.9575009,0.1193222;-0.452356;0.9166329,-0.07797884;-0.44086;1.275144,0
4500,20;12092;9964,1221;-380;-947,-0.07634088;0.2487605;1.172541,-0.08360679;0.02973149;1.239699,0.08832005;0.006058079;1.200895,0.1064888;-0.225023;1.094989,0.114296;-0.4208779;0.9579927,0.1179146;-0.4552945;0.9193421,-0.07800629;-0.4409169;1.275132,0
4529,72;12368;10112,961;-499;-1110,-0.07649369;0.2482391;1.171596,-0.08377464;0.0294623;1.23902,0.08833759;0.006022874;1.200745,0.1061772;-0.2249289;1.094456,0.1144385;-0.4208547;0.9575201,0.1164373;-0.4553214;0.9183558,-0.07808908;-0.4409848;1.274789,0
4562,-164;12484;10280,1620;-560;-1215,-0.07652387;0.2481351;1.171544,-0.08386323;0.02937541;1.239063,0.08834706;0.006028996;1.200744,0.1063881;-0.2253218;1.095474,0.1143075;-0.42124;0.9581217,0.1179817;-0.4544434;0.9191012,-0.07812799;-0.4410293;1.274838,0
4594,-200;12896;9936,930;-400;-1055,-0.07655334;0.2480251;1.171465,-0.08393518;0.02931618;1.239057,0.08836151;0.006052694;1.200713,0.1064602;-0.2254354;1.095794,0.1143373;-0.4212367;0.9581217,0.118514;-0.4556818;0.9168523,-0.078146;-0.4410545;1.274849,0
4629,-188;12076;10408,921;-360;-566,-0.0765851;0.2479203;1.171572,-0.08404126;0.02919178;1.239268,0.0884117;0.006184132;1.200791,0.1065668;-0.2255589;1.096518,0.1145058;-0.4214216;0.9583146,0.1185262;-0.4550711;0.9206545,-0.07821343;-0.441157;1.275239,0
4664,-200;11472;10428,434;-949;-807,-0.07659407;0.247879;1.171555,-0.08405795;0.0291513;1.23929,0.08845576;0.006348629;1.200839,0.1066242;-0.225535;1.096918,0.114489;-0.4217488;0.9587535,0.1192346;-0.4536969;0.9187195,-0.07822948;-0.4412042;1.275299,0
4697,-200;11936;9668,977;-1168;-1476,-0.07659025;0.2477319;1.17134,-0.08410302;0.02908229;1.239231,0.08848713;0.006429538;1.200759,0.1066588;-0.2255119;1.096982,0.1145223;-0.4217449;0.9587498,0.1178439;-0.4550886;0.9189021,-0.07824525;-0.4412105;1.275277,0
4727,96;12296;9648,1562;-1119;-1425,-0.07649828;0.2472662;1.170353,-0.08408631;0.02875743;1.238472,0.08851834;0.006402522;1.200507,0.1064982;-0.2254784;1.096534,0.1146127;-0.4215842;0.9586082,0.116387;-0.4568761;0.9181622,-0.07826439;-0.441268;1.274958,0
4762,308;12680;9564,1578;-1013;-1493,-0.07644235;0.2470929;1.169875,-0.08409922;0.0286924;1.238337,0.08858455;0.006379515;1.200339,0.1065278;-0.2255432;1.096462,0.1146173;-0.4215921;0.9586006,0.1167456;-0.4564802;0.9187912,-0.07826135;-0.4412704;1.274821,0
4794,312;12560;9532,1336;-746;-1124,-0.07642017;0.2470254;1.169791,-0.08407461;0.02865339;1.238325,0.08862753;0.006427358;1.200332,0.1066273;-0.2255316;1.096557,0.1146457;-0.4216633;0.9590869,0.1194761;-0.456635;0.9187181,-0.07826487;-0.4412771;1.274809,0
4828,392;12452;9752,1154;-545;-971,-0.07634309;0.2468316;1.169401,-0.08392154;0.02840734;1.237926,0.08868147;0.006408113;1.200229,0.1065846;-0.2255706;1.096484,0.1146365;-0.4216762;0.9590965,0.1173976;-0.4572226;0.9200864,-0.07822184;-0.4414428;1.274627,0
4862,652;12480;9884,1228;-623;-1052,-0.07630208;0.2467539;1.169342,-0.08387122;0.02833426;1.237928,0.08869161;0.006392318;1.200217,0.1066988;-0.2256035;1.096537,0.1147749;-0.4214743;0.9592898,0.1183563;-0.4583679;0.9181421,-0.07822899;-0.4414513;1.274625,0
4897,-24;12760;9940,1103;-307;-977,-0.07608932;0.2464474;1.168516,-0.08376168;0.02813041;1.237586,0.08875731;0.006459993;1.20007,0.1067664;-0.2255318;1.096376,0.1148247;-0.4211748;0.9592389,0.1154961;-0.4554288;0.9192215,-0.07830188;-0.4414639;1.274365,0
4930,-132;12660;10076,941;-333;-682,-0.07607551;0.2464079;1.168603,-0.08365636;0.02800294;1.238119,0.08881325;0.006552702;1.200183,0.106929;-0.22566;1.09707,0.1148002;-0.4217514;0.9600425,0.1206587;-0.4547527;0.9211621,-0.07837466;-0.4414887;1.27459,0
4962,44;12192;10072,871;-462;-563,-0.0759764;0.2462782;1.168478,-0.08363064;0.02793593;1.23815,0.08883136;0.006566678;1.200182,0.1069901;-0.2256857;1.097179,0.1148252;-0.4217405;0.960221,0.1182952;-0.4585598;0.9218813,-0.07837492;-0.4414916;1.274598,0
4995,68;12004;10012,1121;-624;-653,-0.0759167;0.2461979;1.168413,-0.0835747;0.02784621;1.238188,0.08886424;0.006588466;1.200181,0.1070352;-0.2257314;1.097353,0.1148406;-0.4216861;0.960273,0.1180503;-0.4563001;0.9184009,-0.07836451;-0.4414856;1.274616,0
5029,-96;12020;9836,1303;-815;-867,-0.07571419;0.2459329;1.167891,-0.08347374;0.02772192;1.237941,0.08893825;0.006665481;1.200073,0.1070586;-0.2255637;1.096999,0.1148238;-0.4215417;0.9602081,0.1160777;-0.4577118;0.9188633,-0.07835166;-0.4414441;1.274314,0
5062,104;12244;9664,1142;-620;-1087,-0.07567676;0.2459;1.167882,-0.08337869;0.02762182;1.238131,0.08897618;0.006710627;1.200112,0.1069566;-0.2255245;1.097024,0.1147926;-0.4216891;0.9603585,0.118488;-0.4563759;0.9186068,-0.07831201;-0.4414436;1.274381,0
5095,12;12436;9832,1179;-323;-953,-0.07561513;0.24584;1.167826,-0.0833628;0.02759181;1.238198,0.0889999;0.006742632;1.200127,0.1069225;-0.2254892;1.097018,0.1147989;-0.4217466;0.9603828,0.1174993;-0.4570374;0.918732,-0.0783631;-0.4414498;1.274444,0
5129,236;12080;9896,1145;-321;-990,-0.07558252;0.245793;1.167802,-0.08324666;0.02747977;1.238453,0.08902603;0.006755104;1.20014,0.1069187;-0.225465;1.096995,0.1147617;-0.4218084;0.9605354,0.1184389;-0.4571085;0.9205343,-0.07837135;-0.4414493;1.274461,0
5162,212;12204;9716,1188;-259;-1171,-0.07555529;0.245753;1.167796,-0.08320151;0.02740535;1.238574,0.08905073;0.006775087;1.20014,0.1068824;-0.2254524;1.097001,0.1147946;-0.4215608;0.9607847,0.1189656;-0.4573443;0.9219235,-0.0783692;-0.4414439;1.27449,0
5193,-40;12580;9800,1181;-277;-1016,-0.07547744;0.245625;1.1677,-0.08308467;0.02727837;1.238702,0.08907712;0.00679259;1.200141,0.106879;-0.2253993;1.096905,0.1147274;-0.4218864;0.9608452,0.1175282;-0.4590451;0.9221156,-0.07837082;-0.4414426;1.27449,0
5228,116;12412;10072,1229;-91;-897,-0.07544917;0.2454497;1.167523,-0.08306871;0.02724281;1.238729,0.08909816;0.006810215;1.200141,0.1067908;-0.2253231;1.096734,0.1146588;-0.4220054;0.9609099,0.1175278;-0.4587308;0.9212624,-0.07837397;-0.4414305;1.274469,0
5261,12;12224;10444,870;-104;-956,-0.07542911;0.2453437;1.167574,-0.08306041;0.02715839;1.239195,0.08915186;0.006867655;1.200239,0.1068797;-0.2252751;1.096863,0.1147166;-0.4220347;0.960915,0.1188394;-0.4568999;0.9197651,-0.07856344;-0.4414147;1.274736,0
5294,-28;12292;10276,1260;-440;-949,-0.0753822;0.2451128;1.167343,-0.08304925;0.02710637;1.239251,0.08917307;0.006887477;1.200248,0.1068347;-0.2252574;1.096864,0.1147289;-0.4220194;0.9609287,0.1169432;-0.4563981;0.9218366,-0.07858134;-0.4414204;1.274749,0
5328,96;12324;10164,1025;-631;-1035,-0.07530337;0.244841;1.167069,-0.08299338;0.02701743;1.23927,0.08918926;0.006905653;1.200257,0.1068144;-0.2252304;1.096843,0.1147042;-0.4220588;0.9609324,0.117329;-0.4569735;0.9206706,-0.07859534;-0.4414116;1.274738,0
5366,36;12344;9876,1125;-590;-985,-0.0752919;0.244758;1.167052,-0.0830209;0.02694404;1.239488,0.08921169;0.006947443;1.200307,0.1068083;-0.2252186;1.096963,0.1149571;-0.4218444;0.9607297,0.1176897;-0.4580038;0.9217082,-0.07861117;-0.4414195;1.274793,0
5395,164;12416;9848,1132;-591;-958,-0.07530123;0.2446587;1.166954,-0.08305399;0.02689491;1.239599,0.08921682;0.006969189;1.200315,0.1067894;-0.2252445;1.097086,0.1151946;-0.421897;0.9602616,0.1181783;-0.4560167;0.9197518,-0.07871568;-0.4413964;1.274916,0
5429,152;12236;9604,1129;-480;-972,-0.07529666;0.2445812;1.166942,-0.08315073;0.0268289;1.239796,0.08922926;0.00699634;1.200356,0.1066708;-0.2252352;1.097146,0.1152361;-0.4219486;0.9602545,0.118502;-0.4567207;0.9202439,-0.07871977;-0.4414121;1.27498,0
5462,92;12328;9864,899;-318;-1077,-0.0753135;0.2444016;1.16669,-0.08317694;0.02678924;1.239796,0.0892325;0.0070062;1.200353,0.1066648;-0.2252294;1.097152,0.1153871;-0.4216811;0.9600273,0.1172589;-0.4573133;0.9210115,-0.07869665;-0.4414873;1.274995,0
5494,184;12380;9976,1200;-492;-860,-0.07536122;0.2443339;1.166668,-0.08321759;0.02675794;1.239882,0.0892433;0.007034414;1.200392,0.1065593;-0.225214;1.097201,0.1152259;-0.4220548;0.9602671,0.1178379;-0.4543667;0.9210395,-0.07874159;-0.4414809;1.275092,0
5529,20;12276;9888,1092;-446;-917,-0.07541789;0.2442221;1.166514,-0.0832171;0.02670542;1.239907,0.08924761;0.007043116;1.200396,0.1064398;-0.2252125;1.097198,0.1151439;-0.4221548;0.9603674,0.1163755;-0.4565105;0.9219576,-0.07874867;-0.4414736;1.275093,0
5568,24;12176;9772,1130;-432;-812,-0.07554308;0.2440109;1.16617,-0.08326308;0.0266395;1.239794,0.08925524;0.007068969;1.200377,0.1062302;-0.2251025;1.096922,0.1150991;-0.4220916;0.9603363,0.1161323;-0.4580459;0.9200476,-0.07879511;-0.4414618;1.274964,1
5596,240;12356;9932,1150;-311;-970,-0.07564911;0.2439265;1.166013,-0.08331628;0.02658806;1.239748,0.08924655;0.007133342;1.200369,0.1060835;-0.2250005;1.09679,0.1150343;-0.4221938;0.9603984,0.1165892;-0.4588273;0.920705,-0.07883401;-0.4414528;1.274895,1
5628,104;12228;10044,963;-467;-922,-0.07583759;0.2437199;1.165505,-0.08338261;0.02647874;1.239438,0.08924023;0.007165879;1.200332,0.105868;-0.2248257;1.096353,0.1149928;-0.422106;0.9603369,0.1164021;-0.4580043;0.9188208,-0.07883947;-0.4414277;1.274715,1
5662,-48;12356;10080,1106;-489;-1010,-0.07599672;0.2436047;1.165298,-0.08339328;0.02644217;1.239376,0.08924556;0.007175464;1.200304,0.1057367;-0.2247492;1.09613,0.1149834;-0.4220439;0.9603281,0.1161494;-0.4562061;0.9193946,-0.07880405;-0.4414326;1.274652,1
5695,44;12176;9992,1104;-561;-1012,-0.07610998;0.243579;1.165269,-0.08341904;0.02641439;1.239358,0.0892392;0.007188645;1.200291,0.105689;-0.2246913;1.095997,0.114962;-0.4220099;0.9603212,0.1169196;-0.4553851;0.9202888,-0.07886061;-0.4414189;1.274622,1
5729,124;12336;10068,1102;-600;-945,-0.07630951;0.2435714;1.165433,-0.08359073;0.02640379;1.239613,0.08923899;0.007205131;1.20031,0.1056285;-0.2246929;1.09605,0.1147828;-0.4220141;0.9610886,0.1173267;-0.4567354;0.9220197,-0.07892035;-0.4414004;1.274801,1
5765,112;12312;10196,1184;-528;-1080,-0.07648595;0.2435163;1.165356,-0.08361132;0.02638544;1.239615,0.08923777;0.007212211;1.200308,0.1056569;-0.2246955;1.096077,0.1146979;-0.4221877;0.9610552,0.1167421;-0.4566329;0.9213745,-0.07892254;-0.4414028;1.2748,1
5795,88;12132;9896,1040;-452;-1087,-0.07665701;0.2434376;1.165251,-0.08363148;0.02631096;1.239532,0.08921821;0.007175558;1.200246,0.1058151;-0.224641;1.09582,0.1150412;-0.4219863;0.9599174,0.1164698;-0.4571084;0.9203041,-0.07892889;-0.4414157;1.274765,1
5828,120;12372;10084,1425;-549;-1015,-0.07682453;0.2433576;1.165073,-0.08368383;0.02627741;1.239446,0.08921158;0.007190106;1.200195,0.1056351;-0.2244943;1.095407,0.1150936;-0.4217966;0.9592396,0.1159943;-0.4571618;0.9197869,-0.07904376;-0.4413617;1.274565,1
5868,100;12228;9844,1228;-510;-1065,-0.07700839;0.2433394;1.165207,-0.08374023;0.0262572;1.239561,0.0892087;0.007197735;1.200201,0.1055594;-0.2245466;1.095548,0.114901;-0.4220446;0.9597633,0.1183654;-0.4567226;0.9202751,-0.07915271;-0.4413518;1.274714,1
5899,308;11904;9464,2116;-327;-868,-0.07713398;0.2433072;1.165255,-0.083781;0.02623213;1.239599,0.08919927;0.007221107;1.200226,0.1055659;-0.2245355;1.095606,0.1148151;-0.4221662;0.9598701,0.1171345;-0.457008;0.9217829,-0.07919388;-0.4413659;1.274734,1
5928,132;12584;9852,897;-14;-1423,-0.07733654;0.2432623;1.165423,-0.08384409;0.02619955;1.239707,0.08917854;0.007245942;1.200251,0.1055681;-0.2245224;1.095665,0.1149106;-0.4221093;0.9597763,0.1188165;-0.4567477;0.9207004,-0.07923704;-0.4413858;1.274866,1
5966,116;11340;10184,3304;-157;-540,-0.07753658;0.2432373;1.165534,-0.08393838;0.02615359;1.239815,0.08917444;0.007255628;1.200269,0.105512;-0.2245887;1.095863,0.1149546;-0.4219292;0.9600338,0.1176133;-0.4579825;0.9218447,-0.07932419;-0.4414344;1.274982,1
5997,-144;11748;10080,14095;1245;968,-0.07781994;0.2432788;1.165797,-0.08405668;0.02614025;1.240117,0.08916719;0.007319127;1.20039,0.1055113;-0.2246501;1.096299,0.1150605;-0.4217576;0.9602175,0.1189797;-0.4578568;0.9206761,-0.07943752;-0.4413825;1.27522,1
6032,-172;15072;9896,8255;-148;-202,-0.07806333;0.2432506;1.166018,-0.08416588;0.02611493;1.240275,0.08915149;0.007326666;1.200424,0.1054229;-0.2247107;1.096491,0.1151959;-0.4216191;0.9600285,0.1183217;-0.4557536;0.9217125,-0.07944935;-0.4414396;1.275373,1
6081,4;12696;8456,10678;467;-401,-0.07820904;0.2432042;1.165999,-0.08423871;0.0260771;1.240255,0.08913355;0.007335036;1.200419,0.1054077;-0.2247192;1.096528,0.1151811;-0.4216185;0.9600387,0.1168304;-0.4569633;0.9211549,-0.07945625;-0.4414473;1.275371,1
6098,-632;15956;7432,8530;-576;-145,-0.07841989;0.2431898;1.166145,-0.08430753;0.02603019;1.240386,0.08911292;0.007365946;1.200458,0.1053496;-0.2247174;1.096633,0.1151708;-0.4216233;0.9600618,0.1167598;-0.4562358;0.9212671,-0.07948266;-0.4414468;1.275464,1
6128,144;14748;6380,2402;-1837;-451,-0.0785627;0.2431786;1.166118,-0.0843727;0.02598295;1.240318,0.08908153;0.007387091;1.20045,0.1053445;-0.22465;1.096512,0.1152284;-0.4212841;0.9599406,0.1168267;-0.4558014;0.9203097,-0.0794814;-0.4414441;1.275456,1
6161,244;14844;6008,2645;-913;-544,-0.07875884;0.2431886;1.166293,-0.08455823;0.02591296;1.240689,0.08903509;0.007418619;1.200493,0.1053068;-0.2246222;1.096567,0.1152317;-0.4212927;0.9599044,0.1175513;-0.4566732;0.9207546,-0.07953057;-0.4415297;1.2756,1
6199,1212;12760;5020,371;-559;-767,-0.07892302;0.2431904;1.16631,-0.08461251;0.02588093;1.240656,0.089011;0.007435556;1.200497,0.1052354;-0.2245967;1.09654,0.1152172;-0.4212939;0.9598875,0.1169334;-0.4554347;0.9204333,-0.07953312;-0.4415306;1.275599,1
