Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
3227,-0.024597;0.2582092;1.305123,0.09421284;0.2508804;1.282602,0.04440518;0.1431589;1.115921,-0.1112602;0.255181;1.13487,-0.1116648;0.3215758;1.183822,-0.03086067;-0.1554422;1.440294,0
3260,-0.02507532;0.2580247;1.305513,0.09429674;0.2517591;1.2826,0.05193127;0.1520106;1.108923,-0.1054576;0.2604712;1.132043,-0.1126086;0.325431;1.178281,-0.03080727;-0.1553856;1.440381,0
3293,-0.02589667;0.2576131;1.307089,0.09466549;0.2539901;1.283796,0.05864806;0.1595346;1.105719,-0.07245242;0.2979569;1.129816,-0.09146675;0.3210565;1.175467,-0.03069227;-0.1551293;1.441082,0
3325,-0.02730782;0.2571761;1.308782,0.09287387;0.2468766;1.290977,0.07369766;0.1690732;1.102434,-0.07316033;0.2900071;1.129965,-0.09747242;0.3391826;1.174813,-0.03083384;-0.1554193;1.441248,0
3357,-0.0282288;0.2573651;1.310183,0.09526386;0.2569729;1.291347,0.08013826;0.1753424;1.104074,-0.07257668;0.2897219;1.129191,-0.09646272;0.3384311;1.172854,-0.03147965;-0.1545572;1.442168,0
3390,-0.02897967;0.2568721;1.311332,0.09253186;0.2543722;1.298017,0.09058204;0.1828081;1.102757,-0.06522095;0.2950085;1.12125,-0.09022962;0.3390624;1.166459,-0.03147785;-0.1546482;1.442086,0
3427,-0.03027134;0.2559277;1.313165,0.08860738;0.245963;1.306669,0.1050948;0.1875774;1.101151,-0.06744008;0.3024886;1.130613,-0.09476913;0.3457921;1.168749,-0.03165452;-0.1553336;1.441628,0
3459,-0.0314835;0.2546691;1.315469,0.08751585;0.2424549;1.309081,0.1196191;0.192069;1.098787,-0.0620984;0.3015685;1.128284,-0.09013496;0.3449794;1.164622,-0.03167432;-0.1560028;1.440797,0
3490,-0.03287806;0.2533719;1.318202,0.08621804;0.2355803;1.31111,0.1237055;0.202306;1.101051,-0.05035941;0.3005869;1.126107,-0.07990992;0.3388532;1.161003,-0.03201168;-0.1564157;1.440892,0
3524,-0.03328131;0.2527085;1.319798,0.08602943;0.2317538;1.311901,0.1360526;0.2129588;1.105288,-0.03237856;0.3081836;1.115475,-0.06486975;0.337841;1.157519,-0.03203372;-0.1566783;1.44079,0
3557,-0.03326323;0.2520026;1.321394,0.08612458;0.2312516;1.31196,0.1788781;0.2155713;1.111683,0.002845912;0.2990675;1.109487,-0.04810861;0.3235898;1.140564,-0.03185304;-0.1567927;1.440675,0
3589,-0.03317778;0.251621;1.322909,0.08631486;0.2312208;1.311991,0.1846847;0.2181329;1.115623,0.007627322;0.301656;1.11195,-0.04240659;0.3238264;1.13858,-0.03156437;-0.1568102;1.440474,0
3624,-0.03287739;0.2518675;1.324097,0.08695459;0.2320928;1.311912,0.1964356;0.2230756;1.12205,0.02022325;0.3066346;1.111408,0.1075442;0.2767538;1.105385,-0.03170037;-0.1563896;1.440614,0
3661,-0.03248692;0.2523045;1.325016,0.08798306;0.23362;1.312192,0.2105705;0.2283257;1.135524,0.02827848;0.309202;1.110953,0.1037419;0.2904303;1.109697,-0.03096154;-0.1559865;1.44026,0
3693,-0.03223819;0.2531492;1.326319,0.08951724;0.2354479;1.312995,0.224485;0.2335822;1.149871,0.05201346;0.3191492;1.110126,0.103296;0.3018295;1.117627,-0.03014846;-0.1554614;1.440325,0
3725,-0.03336058;0.2544727;1.332985,0.09110669;0.2370963;1.313598,0.2368105;0.2352016;1.162042,0.1992895;0.2545477;1.1368,0.150695;0.2949276;1.11881,-0.02983805;-0.1546134;1.440766,0
3756,-0.03373047;0.2556691;1.336373,0.0926382;0.2384074;1.314571,0.2432249;0.2389814;1.170129,0.07844541;0.3324232;1.115813,0.1350781;0.313084;1.127668,-0.02949898;-0.1532629;1.442001,0
3792,-0.03349434;0.2565599;1.337722,0.09352399;0.2389831;1.315051,0.2446699;0.2439387;1.176094,0.07902698;0.3464547;1.167601,0.01316036;0.3750972;1.162421,-0.02855786;-0.1526809;1.441761,0
