Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
4063,-1828;7292;13640,1159;-599;-788,-0.07047686;0.01857763;1.204782,0.09441725;-0.004109516;1.202231,0.1608144;-0.2098524;1.226897,0.1493992;-0.2489965;0.9824103,-0.05515124;-0.4506966;1.27606,1
4099,-1796;7216;13668,1014;-386;-924,-0.07050405;0.01856137;1.20495,0.09436219;-0.004054325;1.202239,0.1609143;-0.2103654;1.227945,0.149384;-0.2489772;0.982659,-0.05514512;-0.4507299;1.276119,1
4131,-1928;7340;13788,1152;-404;-905,-0.0705634;0.018591;1.204943,0.09429087;-0.003988686;1.20218,0.1609714;-0.2106132;1.228184,0.1493757;-0.2489749;0.9826746,-0.05516258;-0.4507499;1.276089,1
4163,-1972;7320;14104,1132;-391;-828,-0.07055476;0.01860417;1.205011,0.09423386;-0.003917267;1.202191,0.1610885;-0.2105448;1.228115,0.1493596;-0.2489751;0.9827403,-0.05514457;-0.4507556;1.276131,1
4199,-1800;7248;13900,1121;-348;-888,-0.07062737;0.01858695;1.205039,0.09420056;-0.003883544;1.202168,0.1609694;-0.2114305;1.228486,0.1489955;-0.2492662;0.9802861,-0.05517925;-0.4507728;1.276123,1
4231,-1848;7152;13924,1175;-467;-990,-0.07063358;0.01857297;1.204941,0.09439411;-0.003921795;1.20266,0.1606109;-0.2102798;1.227311,0.1489395;-0.2492293;0.9802783,-0.05527053;-0.4507896;1.275953,1
4263,-1844;7136;13764,1288;-536;-1006,-0.07069524;0.01861916;1.205363,0.09436546;-0.003917864;1.202655,0.1605475;-0.210636;1.227662,0.1492255;-0.2493141;0.9808717,-0.05532058;-0.4508143;1.27612,1
4298,-1812;7360;13840,968;-450;-1131,-0.07070109;0.01861733;1.205355,0.09430765;-0.003887519;1.202608,0.1604387;-0.2107324;1.22773,0.1492184;-0.2493215;0.9808832,-0.0555297;-0.4508578;1.276061,1
4331,-1900;7420;13752,1138;-369;-965,-0.07081036;0.01865266;1.205197,0.09425023;-0.003858514;1.202461,0.160657;-0.2106664;1.227394,0.1491503;-0.249301;0.9809563,-0.05568692;-0.4508608;1.275848,1
4364,-1820;7332;13780,1040;-318;-869,-0.07082815;0.01865356;1.205188,0.0945989;-0.003817335;1.203351,0.1618598;-0.2077984;1.225113,0.1491687;-0.2493055;0.9816639,-0.05566124;-0.4508998;1.27582,1
4399,-1912;7084;13880,1177;-448;-898,-0.07081893;0.01862005;1.205054,0.09443968;-0.00382399;1.203026,0.1617963;-0.2076638;1.224759,0.1485988;-0.2499081;0.9795581,-0.05525672;-0.4511021;1.275352,1
4431,-1864;7444;13764,885;-304;-1104,-0.0708395;0.01860751;1.204824,0.09432701;-0.003789582;1.202688,0.1617357;-0.207726;1.224726,0.148559;-0.2498992;0.9796847,-0.05518624;-0.4511494;1.274938,1
4466,-1988;7348;13852,1156;-240;-807,-0.0708363;0.01855462;1.204644,0.09421048;-0.003725106;1.202457,0.1617095;-0.2081345;1.224188,0.1484308;-0.2499169;0.9797298,-0.05522288;-0.4511081;1.274811,1
4498,-1952;7196;13876,959;-301;-790,-0.07083649;0.01856527;1.204644,0.09416336;-0.00372104;1.202401,0.1617225;-0.2080336;1.22418,0.1483233;-0.2499589;0.9797971,-0.05505251;-0.4511473;1.274755,1
4531,-1924;7032;13872,1169;-459;-937,-0.07089093;0.01854634;1.204823,0.09414439;-0.003715636;1.202402,0.1614785;-0.2088211;1.225535,0.1483359;-0.2501643;0.9803605,-0.05518816;-0.4511696;1.27489,1
4564,-1916;7296;13752,1070;-411;-931,-0.07085472;0.01852507;1.20437,0.09409477;-0.003686279;1.202227,0.1616075;-0.2090294;1.225081,0.1481292;-0.2501698;0.9802762,-0.05523345;-0.4511382;1.274683,1
4604,-2012;7204;13848,966;-357;-767,-0.07085405;0.01852189;1.204402,0.09409444;-0.003678285;1.202195,0.1615013;-0.2094766;1.225658,0.1481443;-0.2502083;0.9803824,-0.05535252;-0.4511025;1.274706,1
4631,-2040;7304;13944,911;-181;-800,-0.07083805;0.01851926;1.204411,0.09405287;-0.003658676;1.202152,0.1614232;-0.2094511;1.225878,0.1480758;-0.2503673;0.9808283,-0.055499;-0.4510417;1.274789,1
4665,-1976;6820;13992,1067;-420;-922,-0.07083201;0.01850994;1.204401,0.09402484;-0.003639176;1.202134,0.161397;-0.2092436;1.225535,0.1477695;-0.2509308;0.9797965,-0.05553037;-0.4510316;1.274774,1
4698,-2020;7316;13984,1164;-634;-994,-0.07080647;0.01847054;1.204166,0.09396904;-0.003669896;1.201985,0.1612257;-0.2094484;1.225218,0.1477783;-0.2509192;0.9798119,-0.05563832;-0.4510323;1.274629,1
4732,-1916;7176;13808,1192;-472;-817,-0.07080193;0.01846004;1.204184,0.09396445;-0.003663092;1.201985,0.1612083;-0.2102358;1.225876,0.147722;-0.2509822;0.9800282,-0.05566263;-0.4509968;1.27476,1
4763,-1932;7080;13748,1003;-404;-847,-0.07078528;0.01843758;1.204314,0.0939607;-0.003658931;1.201985,0.1611453;-0.2105061;1.226136,0.1477182;-0.2509504;0.9807236,-0.05564597;-0.4510235;1.274863,1
4799,-1932;7096;13932,1085;-434;-943,-0.07078572;0.01843931;1.204312,0.09394916;-0.003638777;1.201973,0.1611176;-0.2104475;1.226129,0.147924;-0.2511124;0.9815247,-0.05568822;-0.4509897;1.274898,2
4833,-1936;7152;13772,1035;-425;-989,-0.07079032;0.01844248;1.204306,0.09393095;-0.003627004;1.201925,0.1611019;-0.2106443;1.226117,0.1481664;-0.2512235;0.9819724,-0.05569375;-0.4509874;1.274894,2
4867,-1920;7268;13864,1102;-521;-937,-0.07074299;0.01842178;1.204293,0.09391299;-0.003618895;1.20188,0.1611402;-0.2108432;1.226596,0.1482215;-0.2512432;0.9821064,-0.05569439;-0.450979;1.274896,2
4902,-1944;7260;13768,1169;-468;-948,-0.0707096;0.01839919;1.204315,0.09390822;-0.003622786;1.201881,0.1610386;-0.2112069;1.22671,0.1366213;-0.3613936;1.025148,-0.0557289;-0.4509757;1.274992,2
4931,-1972;7208;13748,1228;-418;-884,-0.07070642;0.0183897;1.204306,0.09390147;-0.003645001;1.201808,0.1613897;-0.2111225;1.226333,0.1490611;-0.2522094;0.9844502,-0.05602418;-0.4509234;1.27493,2
4965,-2016;7020;13840,1005;-277;-902,-0.07066725;0.01837037;1.204296,0.09432356;-0.004020677;1.202487,0.1615547;-0.210625;1.225814,0.1489904;-0.2521934;0.9843861,-0.05604453;-0.4509602;1.274941,2
5001,-1920;7112;13836,1185;-357;-1077,-0.07061805;0.01835152;1.204244,0.09427589;-0.004016275;1.202356,0.1615401;-0.2107353;1.22582,0.1489698;-0.2521811;0.9843627,-0.0560732;-0.451041;1.274903,2
5033,-2072;7144;13976,1129;-286;-1007,-0.0705803;0.01833117;1.204376,0.09426289;-0.004010008;1.202349,0.1624224;-0.2104168;1.224892,0.1489583;-0.2521785;0.984323,-0.05609724;-0.4509991;1.27503,2
5066,-1872;7052;14004,1326;-439;-903,-0.07057259;0.01832659;1.204367,0.09420564;-0.003987343;1.202227,0.1624657;-0.2096486;1.223223,0.148678;-0.2524246;0.9822373,-0.05618419;-0.4510006;1.274984,2
5103,-1888;7220;13932,1144;-430;-1105,-0.07063866;0.01833863;1.204497,0.09419572;-0.00400093;1.202222,0.1622063;-0.2103575;1.224546,0.1487424;-0.2523628;0.9825948,-0.05622361;-0.4510219;1.275125,2
5135,-2104;7224;13932,1229;-392;-972,-0.07059458;0.01834047;1.204504,0.09418136;-0.00398807;1.20216,0.1618189;-0.2109243;1.225298,0.1488061;-0.2523192;0.9826848,-0.05620414;-0.4510186;1.27512,2
5163,-1992;7088;13876,1172;-486;-915,-0.0705744;0.01834093;1.204448,0.09413965;-0.003938512;1.202008,0.1615001;-0.2097533;1.223936,0.136346;-0.361425;1.023598,-0.05624865;-0.4509935;1.275062,2
5202,-1996;7136;13788,1167;-334;-1097,-0.07052373;0.01833234;1.204587,0.09465121;-0.004244718;1.203088,0.1611956;-0.2099823;1.224226,0.1367304;-0.3611926;1.023447,-0.05550621;-0.4510755;1.275629,2
5231,-2044;7076;14020,1120;-426;-1018,-0.07051577;0.01833119;1.204731,0.09461266;-0.004249878;1.203026,0.1611747;-0.2100849;1.224396,0.1515846;-0.2548963;0.9754261,-0.05549092;-0.4510072;1.27632,2
5266,-2136;7228;13876,1155;-455;-1103,-0.07044666;0.0182495;1.2043,0.09451345;-0.00428327;1.202762,0.1612628;-0.2103069;1.222687,0.1519246;-0.2548688;0.9736617,-0.05552261;-0.4510284;1.275998,2
5301,-1960;7308;13628,1230;-427;-994,-0.07042935;0.01822423;1.204325,0.09489898;-0.004432497;1.203394,0.1612462;-0.2105079;1.222706,0.1530715;-0.2548023;0.9737405,-0.05551531;-0.4510152;1.276125,2
5334,-2048;7168;13964,1048;-358;-1009,-0.07029676;0.01821703;1.204424,0.09485272;-0.004411428;1.203309,0.1610453;-0.2112282;1.223456,0.1572994;-0.2526058;0.9827275,-0.05476461;-0.451064;1.276435,2
5366,-2052;7212;13836,1134;-440;-946,-0.0702747;0.01821319;1.204392,0.09476864;-0.004441425;1.203132,0.1602282;-0.2130442;1.224373,0.1608011;-0.2514194;0.9898567,-0.05476201;-0.4510599;1.27644,2
5396,-2024;7124;13816,1317;-502;-1040,-0.0703527;0.01823583;1.204463,0.0947049;-0.004407297;1.202978,0.1596745;-0.2167986;1.225334,0.17486;-0.2464042;1.028425,-0.05479366;-0.4510058;1.27649,2
5435,-2180;7268;13944,984;-505;-1101,-0.07037973;0.01824721;1.204427,0.09463918;-0.004422636;1.202841,0.1587768;-0.2196507;1.224753,0.1761176;-0.2466624;1.030994,-0.05481049;-0.4509831;1.276495,2
5465,-2152;7232;13876,1357;-465;-977,-0.0702911;0.01820406;1.204421,0.09456702;-0.00438704;1.202608,0.1582415;-0.2214392;1.22497,0.1460931;-0.3094701;0.9880143,-0.054786;-0.4509257;1.276565,2
5500,-2172;7096;13748,1118;-533;-1110,-0.07029819;0.01820717;1.204417,0.09453379;-0.004349429;1.202508,0.1577238;-0.2224275;1.224511,0.146093;-0.3021518;0.9845787,-0.05479279;-0.4508864;1.276577,2
5535,-2104;7184;13720,1490;-548;-1202,-0.07037967;0.01824251;1.204826,0.09452033;-0.00433682;1.202516,0.1569793;-0.2244532;1.224187,0.1634981;-0.270506;0.9760113,-0.05490725;-0.4508912;1.276941,2
5567,-2156;7104;13752,1212;-458;-1126,-0.07036449;0.0182312;1.204828,0.09448212;-0.004361606;1.202425,0.1564475;-0.2244224;1.2228,0.1642757;-0.2677947;0.9848456,-0.05488528;-0.4508937;1.27693,2
5600,-2092;7056;13792,1174;-395;-995,-0.07036594;0.01823188;1.20478,0.09443666;-0.004397475;1.202248,0.1568394;-0.2240233;1.218566,0.165726;-0.2659367;0.9853786,-0.05487253;-0.4508808;1.276928,2
5634,-2156;7172;14108,1085;-348;-1120,-0.07035234;0.01823936;1.204774,0.09439596;-0.004376123;1.202175,0.1579541;-0.219644;1.215146,0.1666529;-0.2656868;0.9847849,-0.05478407;-0.4507326;1.277103,2
5666,-1936;7308;13896,1196;-518;-1104,-0.07035049;0.01825065;1.204781,0.094383;-0.004353577;1.20214,0.1583895;-0.2179763;1.214192,0.1680717;-0.2652265;0.9846227,-0.05479991;-0.4506608;1.277185,2
5698,-2028;7288;13756,1190;-496;-1044,-0.07030471;0.01825038;1.204758,0.09433892;-0.004360606;1.201996,0.1583205;-0.2183024;1.21446,0.1701387;-0.2642306;0.986739,-0.05474172;-0.4506291;1.277144,2
5731,-2048;7224;13772,1184;-512;-1085,-0.07029968;0.01824757;1.204765,0.09432667;-0.004311197;1.201961,0.1566868;-0.2403419;1.138114,0.1753375;-0.2704931;0.9520232,-0.05464611;-0.4505705;1.277263,2
5766,-2036;7256;13692,1316;-624;-1020,-0.07021584;0.01820212;1.204489,0.09429686;-0.004346956;1.201722,0.1551844;-0.2404826;1.136522,0.1603563;-0.354041;0.9298697,-0.05446217;-0.4505358;1.276937,2
5800,-2112;7376;13772,1234;-469;-1008,-0.07023352;0.01821356;1.204507,0.09427967;-0.004344996;1.201688,0.1551718;-0.2406102;1.137098,0.1814991;-0.2680371;0.9515298,-0.05447468;-0.4505205;1.277027,2
5834,-2268;7304;13940,1223;-296;-873,-0.0702265;0.01829296;1.205101,0.09428605;-0.004333663;1.201721,0.1552126;-0.2407414;1.137851,0.17848;-0.292248;0.957238,-0.05434641;-0.4504552;1.277594,2
5866,-2020;7244;14236,1057;-350;-879,-0.07024044;0.01836967;1.205444,0.09428284;-0.004353663;1.201755,0.1553354;-0.2408727;1.138582,0.1818564;-0.2825941;0.9558307,-0.05416241;-0.4502921;1.278266,2
5898,-2132;7004;13984,1230;-557;-875,-0.07021392;0.01836002;1.205437,0.09428263;-0.004343436;1.201741,0.1539347;-0.2409378;1.137186,0.1832249;-0.2783158;0.9538961,-0.05417337;-0.4502717;1.278261,2
5934,-2084;7268;13908,1067;-585;-1044,-0.07018407;0.01835075;1.205428,0.0942843;-0.004353533;1.201737,0.153307;-0.2409963;1.136656,0.1827363;-0.2770538;0.9531136,-0.05413089;-0.4502335;1.278247,2
5967,-2040;6976;13672,1320;-471;-1005,-0.07018099;0.01834881;1.205426,0.09429044;-0.004352814;1.201705,0.1530285;-0.2411303;1.136917,0.1835151;-0.2749198;0.9531044,-0.0541226;-0.4502139;1.278253,2
5998,-2196;7184;13732,894;-425;-1037,-0.07016467;0.01837927;1.20539,0.09430137;-0.004354135;1.201674,0.1529006;-0.2412032;1.137056,0.1824069;-0.2715259;0.9524516,-0.05411409;-0.4502055;1.27825,2
6030,-2156;7296;13544,1322;-251;-924,-0.07012242;0.01847979;1.20557,0.09430527;-0.004361277;1.201687,0.1528656;-0.2415515;1.13866,0.1851956;-0.268059;0.9539329,-0.0541601;-0.4501565;1.278527,2
6065,-1964;7144;13964,1206;-275;-964,-0.0700962;0.01847454;1.205554,0.09431154;-0.004366762;1.201658,0.1527887;-0.2416496;1.138982,0.162348;-0.3566211;0.9292237,-0.05389769;-0.4503022;1.278327,2
6097,-2160;7400;13844,1192;-348;-1094,-0.07004072;0.01845876;1.205534,0.09431518;-0.004372701;1.20163,0.1511155;-0.2421078;1.139138,0.1844693;-0.2676106;0.9544499,-0.05391734;-0.4502867;1.278271,2
6130,-2096;7364;13784,1318;-400;-828,-0.06997547;0.01845826;1.205665,0.09431826;-0.004372113;1.201632,0.1514069;-0.2424282;1.141123,0.162219;-0.3567807;0.9289644,-0.05400487;-0.4503113;1.278374,2
6167,-2132;7216;13992,1173;-397;-820,-0.06982597;0.01845722;1.205381,0.09433415;-0.00437512;1.201541,0.151471;-0.2424548;1.141213,0.1616045;-0.3566523;0.9290636,-0.0540136;-0.4503672;1.278035,2
6198,-2132;7204;13788,1326;-642;-1015,-0.06975456;0.01843787;1.205451,0.09433802;-0.004375563;1.201541,0.1498347;-0.2430122;1.142063,0.161149;-0.358248;0.9268403,-0.05370036;-0.450499;1.278103,2
6232,-2316;7348;13760,1080;-427;-1086,-0.06963114;0.01841542;1.205312,0.09434815;-0.004406681;1.201486,0.1543694;-0.2341164;1.221955,0.1607077;-0.2557392;0.9990744,-0.05381268;-0.4504638;1.277969,2
6263,-2108;7168;13740,1311;-473;-920,-0.06954159;0.01839357;1.205293,0.09436414;-0.004459269;1.201427,0.1544036;-0.2344677;1.22223,0.1419746;-0.3842289;1.019337,-0.05384016;-0.4504786;1.277878,2
6299,-2212;7224;13604,993;-429;-1092,-0.06940546;0.01830072;1.20476,0.09441246;-0.004409726;1.201297,0.1544583;-0.2349324;1.221746,0.1615737;-0.2902561;0.9748336,-0.05384774;-0.4503789;1.277394,2
6330,-2108;7392;13708,1355;-433;-984,-0.06937385;0.01827734;1.204691,0.0944244;-0.004424301;1.201279,0.154505;-0.2352913;1.222347,0.1842527;-0.2446121;1.035456,-0.05403766;-0.4503571;1.277198,2
6366,-2148;7508;13716,1037;-293;-943,-0.06928564;0.0182265;1.204819,0.09569605;-0.004992514;1.203114,0.1546311;-0.2360023;1.224593,0.1773779;-0.2450348;1.027248,-0.05408764;-0.4504233;1.277277,2
6402,-2132;7232;14020,1380;-319;-726,-0.06920961;0.01820123;1.204863,0.09564393;-0.004991116;1.203046,0.1550693;-0.2360344;1.225969,0.1729597;-0.2488774;0.9737785,-0.0541272;-0.4504059;1.277271,2
6434,-2036;7560;13876,1081;-405;-962,-0.06917027;0.01819891;1.204939,0.09561144;-0.004994088;1.202989,0.1565594;-0.232051;1.226231,0.1696291;-0.2478752;0.9767445,-0.05418874;-0.4503967;1.27726,2
6466,-2292;7320;14056,1079;-457;-741,-0.06912407;0.01817191;1.204968,0.09557346;-0.004980437;1.202932,0.1589534;-0.2256864;1.225761,0.1680024;-0.2478967;0.9777641,-0.05419777;-0.4503929;1.277241,2
6499,-2204;7096;14168,1237;-728;-721,-0.06909637;0.01815024;1.204965,0.09553371;-0.004936421;1.202842,0.1598395;-0.2239897;1.225409,0.1662315;-0.2484376;0.9770519,-0.05425626;-0.4504105;1.27718,2
6532,-2420;6676;14152,1596;-1196;-827,-0.069047;0.01812473;1.204927,0.09547474;-0.004918479;1.202757,0.1604299;-0.2218024;1.225936,0.1636123;-0.2483479;0.9793835,-0.05430336;-0.4504326;1.277078,2
6567,-2532;6796;13988,1974;-1493;-978,-0.06901733;0.01811689;1.204921,0.09541905;-0.004909341;1.202643,0.1605697;-0.2207349;1.226377,0.161838;-0.2484693;0.9798828,-0.05430063;-0.4504233;1.276945,2
6600,-1672;6688;12980,2627;-1652;-904,-0.06903131;0.01805105;1.204706,0.09574318;-0.005002051;1.202757,0.1604898;-0.2201357;1.226102,0.1598942;-0.248574;0.9796287,-0.05433435;-0.4505735;1.276251,2
6634,-1280;7144;12560,1698;-574;-1346,-0.06900571;0.01801781;1.204679,0.09561975;-0.004918571;1.202566,0.1606757;-0.2182276;1.22396,0.157815;-0.2493454;0.9780185,-0.05430698;-0.4505906;1.276177,2
6663,-1516;7784;13332,532;212;-1843,-0.06914424;0.01797081;1.205018,0.09556296;-0.004899513;1.202562,0.162125;-0.214908;1.223968,0.1566955;-0.2497297;0.9802098,-0.05438001;-0.4505628;1.27632,2
6700,-1808;8528;13988,660;342;-1676,-0.06917911;0.01793204;1.205042,0.09588576;-0.005024564;1.203211,0.1620234;-0.2148773;1.224456,0.1561385;-0.2498226;0.9802964,-0.0543959;-0.4505543;1.276316,2
6729,-1632;8600;13736,553;700;-1138,-0.06916808;0.01785384;1.204982,0.09571769;-0.004911514;1.202952,0.1621949;-0.2145986;1.223988,0.1558028;-0.2498361;0.9804415,-0.05449915;-0.4505817;1.276089,2
6762,-1736;8688;13960,206;975;-636,-0.0691412;0.01779102;1.205044,0.09561929;-0.004834137;1.202872,0.1617928;-0.2147641;1.224998,0.1549264;-0.2502634;0.9790052,-0.05441093;-0.4506434;1.276024,2
6798,-2280;8448;14264,-44;825;64,-0.06911992;0.01773935;1.205069,0.09546498;-0.004753297;1.20275,0.1619596;-0.2146622;1.224994,0.154561;-0.2501858;0.9795849,-0.05444838;-0.4506322;1.276031,2
6837,-2584;8008;14284,53;-136;485,-0.06919764;0.01768573;1.205151,0.09598815;-0.004836044;1.20387,0.1617649;-0.21465;1.226216,0.1543539;-0.2501651;0.9800087,-0.05449064;-0.4506082;1.27607,2
6864,-2608;7500;13964,1157;-869;650,-0.06927496;0.01765632;1.205139,0.09615498;-0.004791169;1.204233,0.1617183;-0.2146571;1.226838,0.1542564;-0.2500337;0.9801787,-0.05456717;-0.4506147;1.276059,2
6898,-2480;7416;13672,958;-1002;465,-0.06935202;0.01759827;1.205091,0.09594577;-0.004690588;1.203959,0.161708;-0.2148146;1.227184,0.1541549;-0.249914;0.980496,-0.05456308;-0.4506168;1.276062,2
6932,-2584;7176;13212,1561;-1096;502,-0.06940831;0.0175514;1.205035,0.09599754;-0.004723529;1.204054,0.1620316;-0.2114439;1.222438,0.1540633;-0.249841;0.9806502,-0.05486947;-0.4506037;1.275884,2
6966,-2068;7368;13040,1135;-352;417,-0.0694454;0.01753828;1.205033,0.09577812;-0.004597339;1.203894,0.16179;-0.2117402;1.223591,0.1539907;-0.2497955;0.980666,-0.05489032;-0.4505942;1.275902,2
6998,-2344;6852;13316,934;104;435,-0.06946302;0.01751774;1.205002,0.09556793;-0.004457713;1.203595,0.1615755;-0.2118944;1.223884,0.153767;-0.2496867;0.9806235,-0.05488668;-0.4505868;1.275895,2
7033,-1984;6772;13696,948;219;269,-0.06963839;0.01755685;1.204935,0.0954451;-0.004400994;1.203466,0.1613535;-0.2123893;1.224527,0.1537324;-0.2496322;0.9806808,-0.05500481;-0.4505829;1.27585,2
7067,-2000;6848;14004,659;222;-180,-0.06966244;0.01754659;1.204957,0.09532788;-0.00428559;1.203375,0.1611456;-0.2126368;1.225158,0.1536015;-0.2496057;0.9806989,-0.05497514;-0.4505908;1.275859,2
7101,-2072;6848;14296,895;-43;-435,-0.06964424;0.01754513;1.204977,0.0952137;-0.004237165;1.203267,0.1611176;-0.213605;1.226076,0.1536155;-0.2495956;0.9809804,-0.05496592;-0.4505986;1.275877,2
7132,-2064;7204;14408,699;-371;-476,-0.06963513;0.01753728;1.204891,0.09507827;-0.00423426;1.203124,0.1615038;-0.2131163;1.225198,0.1536071;-0.2495581;0.9810677,-0.05502584;-0.4505825;1.275784,2
7165,-1928;6920;14304,822;-562;-421,-0.06970011;0.01755255;1.204794,0.09501464;-0.004239949;1.203018,0.1612774;-0.2131936;1.225527,0.1535741;-0.2494785;0.9810665,-0.05505788;-0.4505488;1.275685,2
7199,-1908;6888;13928,655;-717;-755,-0.06971303;0.01757001;1.204792,0.09494899;-0.004187935;1.202946,0.1610792;-0.2137223;1.225786,0.1535325;-0.2494584;0.9813694,-0.05521597;-0.4504826;1.275627,2
7233,-1888;6908;13892,829;-716;-845,-0.06972281;0.01756474;1.204809,0.09486489;-0.00414717;1.202875,0.1605989;-0.2141877;1.226481,0.1535423;-0.2493759;0.9816357,-0.05514877;-0.4505236;1.275608,2
7268,-1864;6980;13868,920;-672;-995,-0.06971969;0.01756079;1.20481,0.09480228;-0.00413809;1.202787,0.1610252;-0.2138687;1.225541,0.1535386;-0.2493796;0.9815853,-0.0552517;-0.4505183;1.275616,2
7300,-1712;6952;13736,809;-545;-1135,-0.06977641;0.01755337;1.204727,0.09472363;-0.004134889;1.202617,0.1608859;-0.2139259;1.22562,0.1535466;-0.2493;0.9817644,-0.05525377;-0.4505278;1.275578,2
7332,-1780;6984;14008,723;-449;-1126,-0.06975027;0.01754824;1.204752,0.09468288;-0.004139259;1.202554,0.1607323;-0.2142235;1.226978,0.1535351;-0.249299;0.9817683,-0.05524674;-0.4505363;1.275573,2
7366,-1800;6872;14092,680;-577;-1376,-0.06975786;0.01755817;1.204751,0.09462959;-0.004135542;1.202457,0.1606307;-0.2143357;1.227463,0.1535077;-0.2493206;0.9820381,-0.05512831;-0.450569;1.275528,2
7398,-1708;6976;13744,854;-480;-1457,-0.0698301;0.01755805;1.204787,0.09509628;-0.004391683;1.203009,0.1613763;-0.21243;1.225773,0.1534679;-0.2493368;0.9820225,-0.05515693;-0.4506045;1.275524,2
7431,-1888;7056;14128,653;-439;-1497,-0.06988209;0.01757469;1.204857,0.09501079;-0.004425739;1.202935,0.1609353;-0.2131958;1.226539,0.1534343;-0.2493177;0.9823279,-0.05530263;-0.4506397;1.275493,2
